Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Sector,Full Name,ACTIVE,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE,BOURSE NAME
CAY.NO.1 REIT.TST. REIT UTS.,TW:CNR,2006/7/3,2006,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Real Estate Investment Trusts,Cathay Number 1 Real Estate Investment Trust REIT Units,1,36199T,T01002T,TW00001002T6,Taiwan
TAI-I ELEC.WIRE & CABLE,TW:TEW,1995/10/20,1995,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Tai-I Electric Wire and Cable,1,313027,T1613,TW0001613008,Taiwan
TSANN KUEN ENTERPRISE (DETACHED),TW:TSE,2009/11/24,2009,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,Tsann Kuen Enterprise (Detached),1,68407R,NA,NA,Taiwan
WISDOM MARINE LINES (DETACHED),TW:WML,2010/5/13,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,Wisdom Marine Lines (Detached),1,69341E,NA,NA,Taiwan
TAIWAN MICROPAQ,31445T,2005/7/22,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Taiwan Micropaq,0,31445T,NA,TW0008143009,Taiwan
GOLD PEAK INDUSTRIES (TAIWAN) LTD,87470W,2012/8/23,2012,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,Gold Peak Industries (Taiwan) Limited,0,87470W,NA,NA,Taiwan
TAIWAN LIFE INSURANCE,TW:TLI,1997/10/13,1997,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Life Insurance,Taiwan Life Insurance,0,896249,NA,TW0002833001,Taiwan
TAIWAN IND.&ENG.,777137,1988/1/1,1988,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,Taiwan Industry and English,0,777137,NA,NA,Taiwan
CAPELLA MICROSYS.(TW.),TW:PEL,2010/6/29,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Capella Microsystems (Taiwan),0,54417P,T3582,TW0003582003,Taiwan OTC
COSMOS BANK TAIWAN,TW:CBT,1996/1/4,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Banks,Cosmos Bank Taiwan,0,887852,T2837,TW0002837002,Taiwan
GREATLAND ELTN.TAIWAN,TW:GTL,2005/11/15,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Greatland Electronics Taiwan,0,32772H,T3496,TW0003496006,Taiwan OTC
RODAN (TAIWAN),TW:ROD,2001/4/19,2001,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Rodan (Taiwan),0,257387,T8012,TW0008012006,Taiwan OTC
TAIWAN FLU.LAMP,TW:FLU,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Taiwan Fluorescent Lamp,0,777143,T1601,TW0001601003,Taiwan
TAIWAN GREEN POINT ENTS.,TW:TGP,2002/4/26,2002,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Taiwan Green Point Enterprises,0,15447V,T3007,TW0003007001,Taiwan
TAIWAN IND.DEV.,TW:TWI,1989/7/3,1989,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,General Retailers,Taiwan Industry Development,0,540332,T8718,TW0008718008,Taiwan OTC
TAIWAN INTL.SECS.,TW:TIS,1996/4/2,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),Taiwan International Securities,0,887873,T6012,TW0006012008,Taiwan
TAIWAN IRON MNFG.,TW:TIM,1988/9/30,1988,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Media,Taiwan Iron Manufacturing,0,756127,T2001,TW0009567339,Taiwan
TAIWAN KAI YIH INDL.,TW:TKY,1998/8/27,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,Taiwan Kai Yih Industrial,0,675606,T1523,TW0001523009,Taiwan
TAIWAN KOLIN,TW:KOL,1987/9/9,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,Taiwan Kolin,0,756119,T1606,TW0001606002,Taiwan
TAIWAN LITON ELECTRONIC,TW:LIT,1988/6/17,1988,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Taiwan Liton Electronic,0,772047,NA,NA,Taiwan
TAIWAN MACHINERY,TW:TMA,1989/7/10,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Taiwan Machinery,0,777138,T1501,TW0009567362,Taiwan
TAIWAN NANO ELTOPT.TECH.,TW:TWN,2006/10/31,2006,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Taiwan Nano Electro-Optical Technology,0,413036,T6255,TW0006255003,Taiwan
TAIWAN ORCHID PROFS.,TW:SAQ,2013/5/27,2013,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Food Producers,Taiwan Orchid Professionals,0,88675N,T8419,TW0008419003,Taiwan OTC
TAIWAN PINEAPPLE,TW:PIN,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Food Producers,Taiwan Pineapple,0,777142,T1206,TW0001206001,Taiwan
TAIWAN POLYP.,TW:TAP,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,Taiwan Polypropylene,0,500088,T1311,TW0001311009,Taiwan
TAIWAN POLYSILICON,TW:TPS,2011/8/19,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Alternative Energy,Taiwan Polysilicon,0,77546X,T4975,TW0004975008,Taiwan OTC
TAIWAN SECS.,TW:TSL,1996/1/31,1996,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),Taiwan Securities,0,887871,T6010,TW0006010002,Taiwan OTC
TAIWAN SOLAR ENERGY,TW:SRT,2013/1/9,2013,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electricity,Taiwan Solar Energy,0,88000D,T5296,TW0005296008,Taiwan OTC
TAIWAN VIDEO SYSTEM,TW:TVS,2004/9/16,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Taiwan Video System,0,30923H,T8264,TW0008264003,Taiwan OTC
WYSE TECH.TAIWAN,TW:WYS,1999/3/3,1999,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,WYSE Technology Taiwan,0,691205,T5375,TW0005375000,Taiwan OTC
AIROHA TECHNOLOGY,TW:AHT,2015/7/8,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Airoha Technology,0,9813NF,T6526,TW0006526007,Taiwan OTC
BASO PRECISION OPTICS,TW:BPO,2015/2/11,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Baso Precision Optics,0,9308QD,T6517,TW0006517006,Taiwan OTC
BEAUTY FOREVER,TW:BFE,2016/6/7,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,General Retailers,Beauty Forever,0,7499EP,T2749,TW0002749009,Taiwan OTC
HUALIEN MEDIA INTL.,TW:HNI,2014/12/11,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Media,Hualien Media International,0,9225QW,T4805,TW0004805007,Taiwan OTC
ORIGINAL BIOMEDICALS,TW:OBM,2014/12/23,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Original Biomedicals,0,9239V3,T6483,TW0006483001,Taiwan OTC
PIHSIANG ENERGY TECHNOLOGY,TW:HHH,2015/12/21,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,Pihsiang Energy Technology,0,8783MN,T6551,TW0006551005,Taiwan OTC
SANTAI (CAYMAN) HOLDINGS,TW:SCA,2015/12/28,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Santai (Cayman) Holdings,0,8808V6,T4762,KYG780691047,Taiwan OTC
BROADCASTING CORP.OF CHINA,TW:BDC,2015/6/24,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Media,Broadcasting Corporation of China,0,96699V,T8325,TW0008325002,Taiwan OTC
SHIN-JI MULTIMEDIA TECHNOLOGY,TW:SMM,2015/10/27,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,General Retailers,Shin-Ji Multimedia Technology,0,8694ET,T8485,TW0008485004,Taiwan OTC
CALTIMA,30403M,2005/2/25,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Retailers,Caltima,0,30403M,NA,TW0009947002,Taiwan
FASHIONOW,30743E,2005/3/25,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Retailers,Fashionow,0,30743E,NA,TW0003192001,Taiwan
RADIANTECH,30743H,2005/3/25,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Radiantech,0,30743H,NA,TW0008259003,Taiwan
SYNTRONIX,36176X,2006/6/23,2006,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Syntronix,0,36176X,NA,TW0003482006,Taiwan
TAIKONG,50972V,2007/8/20,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,Taikong,0,50972V,NA,TW0003350005,Taiwan
3DFAMILY TECHNOLOGY,TW:3DF,2011/12/15,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,3DFAMILY Technology,0,86547T,T3151,TW0003151007,Taiwan OTC
ABBA LINEAR TECH,31192V,2005/6/7,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Abba Linear Technology,0,31192V,NA,TW0001575009,Taiwan
ABOMEM TECHOLOGY CORP 'UNSUPPORTED',32698C,2006/1/17,2006,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Abomem Techology Corporation 'Unsupported',0,32698C,NA,TW0003506002,Taiwan
ACARD TECHNOLOGY,TW:ACA,2004/12/6,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Acard Technology,0,29770C,T3126,TW0003126009,Taiwan OTC
ACEPLUX OPTOTECH,TW:AXO,2014/5/5,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Aceplux Optotech,0,8876FU,T6455,TW0006455009,Taiwan OTC
ADD MICROTECH CORP.,30903N,2005/4/27,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Add Microtech Corporation,0,30903N,NA,TW0003185005,Taiwan
ADVANCE DATA TECH,30866P,2005/4/20,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Support Services,Advance Data Technology,0,30866P,NA,TW0003353009,Taiwan
ADVANCEDTEK INT,67794Q,2009/7/22,2009,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Advancedtek Int,0,67794Q,NA,TW0003098000,Taiwan
AGI,TW:AGI,2003/1/15,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,AGI,0,50972N,T6507,TW0006507007,Taiwan OTC
ALPHA IMAGING TECHNOLOGY,TW:ALY,2007/6/29,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Alpha Imaging Technology,0,50948D,T3538,TW0003538005,Taiwan OTC
AMIC TECHNOLOGY CORP,30866U,2005/4/20,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Amicable Technology Corporation,0,30866U,NA,TW0003186003,Taiwan
AMIGO LOGIST.CORP.,32772J,2006/2/1,2006,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,Amigo Logistics Corporation,0,32772J,NA,TW0002622008,Taiwan
APTOS TECHNOLOGY,TW:APN,2009/10/20,2009,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Aptos Technology,0,69903L,T3690,TW0003690004,Taiwan OTC
ARES GREEN TECHNOLOGY,TW:AGT,2004/12/31,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Ares Green Technology,0,31191J,T3414,TW0003414009,Taiwan OTC
ASTRAL EPOCH INTL.,TW:PNT,2003/12/30,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Astral Epoch International,0,28265Q,T8082,TW0008082009,Taiwan OTC
AUTO SERVER,TW:ATS,2014/1/14,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Auto Server,0,8702T5,T5266,JP3172460002,Taiwan OTC
BAY ZU PRECISION,TW:BAY,2011/12/29,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Bay Zu Precision,0,86615C,T5257,TW0005257000,Taiwan OTC
BESTCOM INFOTECH,TW:BTI,2002/1/4,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Bestcom Infotech,0,30866C,T3074,TW0003074001,Taiwan OTC
BIG BEAM CONSTRUCT,30866F,2005/4/20,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,Big Beam Construct,0,30866F,NA,TW0002572005,Taiwan
BIODENTA,TW:BDT,2012/12/24,2012,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Health Care Equipment and Services,Biodenta,0,87957V,T4181,TW0004181003,Taiwan OTC
BIOFIRST,TW:BFS,2014/7/15,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Biofirst,0,8939D6,T6458,TW0006458003,Taiwan OTC
BRILLIANCE SEMICONDUCTOR,30382T,2005/2/22,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Brilliance Semiconductor,0,30382T,NA,TW0008276007,Taiwan
BROADWEB CORPORATION,30831R,2005/4/12,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Broadweb Corporation,0,30831R,NA,TW0003366001,Taiwan
BUWON PRECISION SCIS.,TW:BAC,2011/1/27,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Buwon Precision Sciences,0,77450K,T1816,TW0001816007,Taiwan OTC
CANDO,TW:CNC,2003/1/23,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Cando,0,41189D,T8056,TW0008056003,Taiwan OTC
CHIN FONG MACHINE,31105W,2005/5/16,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Chin Fong Machine,0,31105W,NA,TW0001557007,Taiwan
CHINESE UTD.SEMICON.EQU.,30725X,2005/3/22,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Chinese United Semiconductor Equipment,0,30725X,NA,TW0003348009,Taiwan
CHIPSIP TECHNOLOGY,TW:CHX,2008/12/5,2008,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Chipsip Technology,0,67431J,T3637,TW0003637005,Taiwan OTC
COLORTAC TECHNOLOGY,31106D,2005/5/16,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Colortac Technology,0,31106D,NA,TW0003159000,Taiwan
COMPOSTAR TECHNOLOGY,30381C,2005/2/22,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Compostar Technology,0,30381C,NA,TW0008235003,Taiwan
CRYSTAL APPLIED TECH.,TW:CAZ,2010/12/24,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Crystal Applied Technology,0,774510,T4990,TW0004990007,Taiwan OTC
CUTES CORPORATION,31106E,2005/5/16,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Industrials,Cutes Corporation,0,31106E,NA,TW0001553006,Taiwan
CYTO BIOTECH,67717F,2009/6/19,2009,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Cyto Biotechnology,0,67717F,NA,NA,Taiwan OTC
DARWIN MEDICAL,50831T,2007/7/16,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,Darwin Medical,0,NA,NA,NA,NA
DAVID ELECTRONICS,TW:DDE,2009/9/24,2009,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,David Electronics,0,69361T,T3657,TW0003657003,Taiwan OTC
DDH,TW:DDH,2010/8/2,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),DDH,0,69957T,T3671,TW0003671004,Taiwan OTC
DELPHI TECHNOLOGY,31191P,2005/6/7,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Delphi Technology,0,31191P,NA,TW0008204009,Taiwan
DOTCOM TECHNOLOGY,30743L,2005/3/25,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Dotcom Technology,0,30743L,NA,TW0003364006,Taiwan
E-PIN OPTICAL IND,30866K,2005/4/20,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,E-Pin Optical IND,0,30866K,NA,TW0003278008,Taiwan
EASTECH ELECTRONICS,30726J,2005/3/22,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Eastech Electronics,0,30726J,NA,TW0003216008,Taiwan
ELANTECH DEVICES,51369E,2007/12/3,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,Elantech Devices,0,51369E,NA,TW0003578001,Taiwan
ELE-CON TECHNOLOGY,TW:ECO,2014/1/6,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,ELE-Con Technology,0,8700EF,T6437,TW0006437007,Taiwan OTC
ELEMENTS INNOVATION,TW:PYO,1999/9/7,1999,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Elements Innovation,0,691748,T5395,TW0005395008,Taiwan OTC
ELITECH TECHNOLOGY,51541D,2008/1/16,2008,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,Elitech Technology,0,51541D,NA,TW0006604002,Taiwan
ENTIRE TECHNOLOGY,TW:EIT,2009/8/26,2009,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Entire Technology,0,51249E,T3573,TW0003573002,Taiwan
EON SILICON SOLUTION,TW:ESS,2004/12/2,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,EON Silicon Solution,0,31191R,T3411,TW0003411005,Taiwan OTC
EPOCH ENERGY TECHNOLOGY,TW:EPE,2007/3/29,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Alternative Energy,Epoch Energy Technology,0,50576H,T3472,TW0003472007,Taiwan OTC
ETASIS ELECTRONICS,TW:ETZ,2005/11/3,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Etasis Electronics,0,32856V,T3422,TW0003422002,Taiwan OTC
EVA TECHNOLOGIES,TW:EVA,2006/10/13,2006,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Eva Technologies,0,412546,T3524,TW0003524005,Taiwan OTC
EVEN SYSTEMS,TW:ESY,2014/7/31,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Even Systems,0,8949UL,T6436,TW0006436009,Taiwan OTC
EVERGREEN CONSTRUCTION,TW:ECN,1998/1/16,1998,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Evergreen Construction,0,675021,T5506,TW0005506000,Taiwan OTC
EVERSOL,TW:EVR,2009/2/27,2009,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Alternative Energy,Eversol,0,67794R,T3647,TW0003647004,Taiwan OTC
EXPLOIT TECHNOLOGY,TW:ETT,2007/10/31,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Exploit Technology,0,51249C,NA,TW0003544003,Taiwan
EZ TRAVEL,TW:EZT,2007/12/28,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Travel and Leisure,EZ Travel,0,51484M,T2717,TW0002717006,Taiwan
FEELING TECHNOLOGY,TW:FGY,2009/2/27,2009,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Feeling Technology,0,32171M,T3291,TW0003291001,Taiwan OTC
FINEART TECHNOLOGY,TW:FAC,2007/3/1,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Fineart Technology,0,50064F,T3554,TW0003554002,Taiwan OTC
FIRST INTERNATIONAL TELECOM,28610V,2004/3/15,2004,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,First International Telecom,0,28610V,NA,NA,Taiwan
FOCALTECH,TW:FCL,2013/11/8,2013,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Focaltech,0,92226J,T5280,KYG3606Y1008,Taiwan
FORMOSA EPITAXY,TW:FAE,2003/4/11,2003,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Formosa Epitaxy,0,26962V,T3061,TW0003061008,Taiwan
FORTUNE SEMICONDUCTOR,TW:FTS,2011/5/12,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Fortune Semiconductor,0,35924C,T3475,TW0003475000,Taiwan OTC
FUHO TECHNOLOGY,TW:FHO,2007/10/1,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Fuho Technology,0,51437P,T3568,TW0003568002,Taiwan OTC
FULL RISE ELECTRONIC,TW:FRE,2003/1/6,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Full Rise Electronic,0,26659M,T6211,TW0006211006,Taiwan OTC
GENUINE C & C,TW:GEN,1999/4/16,1999,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Genuine C&C,0,691416,T5384,TW0005384002,Taiwan OTC
GEORGE OKIDI,30446N,2005/3/7,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,George Okidi,0,30446N,NA,NA,Taiwan
GIGA SOLUTION TECH.,TW:GGS,2008/10/23,2008,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Giga Solution Technology,0,50832D,T3559,TW0003559001,Taiwan
GIO OPTOELECTRONICS,TW:GOC,2010/2/22,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,GIO Optoelectronics,0,69054W,T3610,TW0003610002,Taiwan OTC
GO-IN ENGINEERING,30446R,2005/3/4,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Go-in Engineering,0,30446R,NA,TW0002591005,Taiwan
GOLDEN SUM CO.,31106C,2005/5/16,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Golden Sum Company,0,31106C,NA,TW0008361007,Taiwan
GREAT WELL TECH,TW:GRW,2003/12/22,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Great Well Technology,0,30256L,NA,TW0008157009,Taiwan OTC
GWOWEI TECHNOLOGY,TW:GIT,2008/5/15,2008,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Health Care Equipment and Services,Gwowei Technology,0,53676U,T4734,TW0004734009,Taiwan OTC
HEDONIST BIOCHEMICAL,31126C,2005/5/20,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Hedonist Biochemical,0,31126C,NA,TW0004118005,Taiwan
HOKUANG OPTICS,TW:HOK,2004/5/26,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Hokuang Optics,0,28922Q,T3318,TW0003318002,Taiwan OTC
HOWARM CONSTRUCTION,TW:HWC,1998/1/15,1998,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Real Estate Investment and Services,Howarm Construction,0,675022,T5505,TW0005505002,Taiwan OTC
IDEAL ELETHERMAL,30831V,2005/4/12,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Ideal Elethermal,0,30831V,NA,TW0003212007,Taiwan
ILI TECHNOLOGY,TW:ILI,2011/1/11,2011,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,ILI Technology,0,67723E,T3598,TW0003598009,Taiwan
IMAGIC TECHNOLOGIES,30865W,2005/4/20,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Imagic Technologies,0,30865W,NA,TW0003355004,Taiwan
INOTERA MEMORIES,TW:IMI,2006/3/17,2006,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Inotera Memories,0,32172D,T3474,TW0003474003,Taiwan
ISSC TECHNOLOGIES,TW:ISS,2012/1/16,2012,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Issc Technologies,0,86648W,T5261,TW0005261002,Taiwan OTC
J TOUCH,TW:JCO,2010/7/27,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,J Touch,0,51347N,T3584,TW0003584009,Taiwan
JENG SHIANG,69297H,2010/5/3,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Jeng Shiang,0,69297H,NA,NA,Taiwan
JIIN MING INDUSTRIAL,30726D,2005/3/22,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Jiin Ming Industrial,0,30726D,NA,NA,Taiwan
JYA-NAY CO,31126D,2005/5/20,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,JYA-NAY Company,0,31126D,NA,TW0003344008,Taiwan
KAILAY ENGINEERING,30903P,2005/4/27,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Support Services,Kailay Engineering,0,30903P,NA,TW0002569001,Taiwan
KENT INDUSTRIAL,51562M,2008/1/22,2008,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Industrials,Kent Industrial,0,51562M,NA,TW0006606007,Taiwan
KINGPAK TECHNOLOGY,30710Q,2005/3/18,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Kingpak Technology,0,30710Q,NA,TW0008172008,Taiwan
