Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE,BOURSE NAME
ORIENTAL UVTY.CTY.HDG.HK,K:ARTZ,2015/1/16,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Oriental University City Holdings Hong Kong,Active,9269CJ,HK8067,HK0000231891,Hong Kong
ALLIED PROPERTIES (HK),K:APRP,1981/1/8,1981,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Allied Properties (Hong Kong),Active,998508,HK56,HK0056039545,Hong Kong
CHINA TRVL.INTL.INV.HK.,K:CTII,1992/11/11,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,China Travel International Investment Hong Kong,Active,316267,HK308,HK0308001558,Hong Kong
COSCO SHIP.INTL.(HK.),K:SHIN,1992/2/11,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,Cosco Shipping International (Hong Kong),Active,315525,HK517,BMG8114Z1014,Hong Kong
HCH.TELECOM.HK.HOLDINGS,K:HTHK,2009/5/8,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mobile Telecommunications,Hutchison Telecommunications Hong Kong Holdings,Active,67421T,HK215,KYG4672G1064,Hong Kong
AVIC INTL.HOLDING (HK),K:FEAL,1991/12/12,1991,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Aerospace and Defense,Avic International Holding (Hong Kong),Active,315142,HK232,BMG0719V1063,Hong Kong
AVIC JOY HOLDINGS (HK),K:ALII,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Avic Joy Holdings (Hong Kong),Active,702446,HK260,HK0260032278,Hong Kong
CHINA-HK.PHO.PRDS.HDG.,K:CHKP,1994/9/19,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Leisure Goods,China-Hong Kong Photo Products Holdings,Active,140463,HK1123,BMG2106Y1075,Hong Kong
HING LEE (HK) HOLDINGS,K:HING,2009/6/22,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Household Goods and Home Construction,Hing Lee (Hong Kong) Holdings,Active,67596X,HK396,BMG451171018,Hong Kong
KECK SENG INVS.HK.,K:KECS,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Keck Seng Investments Hong Kong,Active,771680,HK184,HK0184000948,Hong Kong
PROSPERITY INTL.HDG.HK,K:PRSP,2001/8/2,2001,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Prosperity International Holdings Hong Kong,Active,14400D,HK803,BMG7274T1457,Hong Kong
SAN MIGUEL BREW.HK.,K:SANM,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Beverages,San Miguel Brewery Hong Kong,Active,929618,HK236,HK0236001209,Hong Kong
SHENWAN HONGYUAN (HK),K:SHGI,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Shenwan Hongyuan (Hong Kong),Active,779593,HK218,HK0218001102,Hong Kong
SINCERE WATCH (HK.),K:SINW,2005/10/17,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Sincere Watch (Hong Kong),Active,31949V,HK444,KYG814791268,Hong Kong
WINSON HOLDINGS HK.,K:WSON,2017/3/16,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,Winson Holdings Hong Kong,Active,9048Z3,HK8421,KYG971751063,Hong Kong
CHEUNG KONG INFR.HDG.,K:CKIH,1996/7/17,1996,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electricity,Cheung Kong Infrastructure Holdings,Active,887014,HK1038,BMG2178K1009,Hong Kong
HUA HONG SEMICONDUCTOR,K:HUAH,2014/10/15,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Hua Hong Semiconductor,Active,9120LE,HK1347,HK0000218211,Hong Kong
KONG SUN HOLDINGS,K:PEAC,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Kong Sun Holdings,Active,929609,HK295,HK0000120151,Hong Kong
DAH CHONG HONG HOLDINGS,K:DAHC,2007/10/17,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Dah Chong Hong Holdings,Active,51080L,HK1828,HK1828040670,Hong Kong
E-KONG GROUP,K:SWIL,1989/4/20,1989,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,E-Kong Group,Active,776888,HK524,BMG2952Q1419,Hong Kong
NGAI HING HONG,K:NGAH,1994/4/25,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,Ngai Hing Hong,Active,362425,HK1047,BMG650311092,Hong Kong
TONGDA HONG TAI HDG.,9175ZU,2017/10/24,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Engineering,Tongda Hong Tai Holdings,Active,9175ZU,NA,NA,Hong Kong
CHU KONG SHIP.ENTS.(GP.),K:CKS,1997/5/23,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Transportation,Chu Kong Shipping Enterprises (Group),Active,890528,HK560,HK0560006634,Hong Kong
HONG WEI (ASIA) HDG.,K:HWHD,2014/1/8,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Hong Wei (Asia) Holdings,Active,8700RJ,HK8191,HK0000178324,Hong Kong
KONG SHUM PROPERTY MAN. (HLDG.),K:KSUP,2013/10/11,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Kong Shum Property Management (Holding),Active,91135Z,HK8181,KYG5310M1087,Hong Kong
SUNCITY GROUP,K:HONG,2007/2/22,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Suncity Group,Active,50079K,HK1383,KYG8572D1135,Hong Kong
WONG'S KONG KING INTHDG.,K:WKKH,1989/7/10,1989,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,Wong's Kong King International Holdings,Active,502484,HK532,BMG9737M1055,Hong Kong
CHU KONG PTL.AND NATGS. STL.PIPE HOLDINGS,K:CHKK,2010/2/10,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Metals and Mining,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings,Active,68693D,HK1938,KYG212331048,Hong Kong
TENCENT HOLDINGS,K:TCNT,2004/6/16,2004,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Tencent Holdings,Active,29061M,HK700,KYG875721634,Hong Kong
HSBC HOLDINGS,K:HSBC,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Banks,HSBC Holdings,Active,923812,HK5,GB0005405286,Hong Kong
CHINA MOBILE,K:CHT,1997/10/23,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mobile Telecommunications,China Mobile,Active,867874,HK941,HK0941009539,Hong Kong
AIA GROUP,K:AGP,2010/10/29,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Life Insurance,AIA Group,Active,70899K,HK1299,HK0000069689,Hong Kong
CNOOC,K:CNOO,2001/2/28,2001,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Oil and Gas Producers,CNOOC,Active,256842,HK883,HK0883013259,Hong Kong
CK HUTCHISON HOLDINGS,K:CHGK,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Industrials,CK Hutchison Holdings,Active,930492,HK1,KYG217651051,Hong Kong
CHINA EVERGRANDE,K:EVRG,2009/11/5,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,China Evergrande,Active,51785D,HK3333,KYG2119W1069,Hong Kong
HANG SENG BANK,K:HSBA,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Banks,Hang Seng Bank,Active,929594,HK11,HK0011000095,Hong Kong
SUN HUNG KAI PROPERTIES,K:SHKP,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Sun Hung Kai Properties,Active,929146,HK16,HK0016000132,Hong Kong
CITIC,K:CITP,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Industrials,Citic,Active,998511,HK267,HK0267001375,Hong Kong
SANDS CHINA,K:SNDC,2009/11/30,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Sands China,Active,68341V,HK1928,KYG7800X1079,Hong Kong
COUNTRY GARDEN HOLDINGS,K:COGA,2007/4/20,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Country Garden Holdings,Active,50378R,HK2007,KYG245241032,Hong Kong
MTR,K:MTRC,2000/10/5,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,MTR,Active,264718,HK66,HK0066009694,Hong Kong
CHINA OS.LD.& INV.,K:COLI,1992/8/20,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,China Overseas Land and Investment,Active,316071,HK688,HK0688002218,Hong Kong
CK ASSET HOLDINGS,K:CKPH,2015/6/3,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,CK Asset Holdings,Active,9507UZ,HK1113,KYG2177B1014,Hong Kong
GEELY AUTOMOBILE HDG.,K:MANR,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Automobiles and Parts,Geely Automobile Holdings,Active,938726,HK175,KYG3777B1032,Hong Kong
GALAXY ENTERTAINMENT GP.,K:PIPE,1991/10/7,1991,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Galaxy Entertainment Group,Active,314060,HK27,HK0027032686,Hong Kong
WHARF HOLDINGS,K:HKWH,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Wharf Holdings,Active,929597,HK4,HK0004000045,Hong Kong
HENDERSON LD.DEV.,K:HELD,1981/7/23,1981,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Henderson Land Development,Active,997697,HK12,HK0012000102,Hong Kong
CLP HOLDINGS,K:CLIG,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electricity,CLP Holdings,Active,929593,HK2,HK0002007356,Hong Kong
AAC TECHNOLOGIES HDG.,K:AACA,2005/8/9,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,AAC Technologies Holdings,Active,31447H,HK2018,KYG2953R1149,Hong Kong
CHINA RESOURCES LAND,K:CHBE,1996/11/8,1996,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,China Resources Land,Active,887449,HK1109,KYG2108Y1052,Hong Kong
FOSUN INTERNATIONAL,K:FOSN,2007/7/16,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Metals and Mining,Fosun International,Active,50764C,HK656,HK0656038673,Hong Kong
SUNAC CHINA HOLDINGS,K:SCHL,2010/10/7,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Sunac China Holdings,Active,68500H,HK1918,KYG8569A1067,Hong Kong
SWIRE PROPERTIES,K:SWIE,2012/1/18,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Swire Properties,Active,68802J,HK1972,HK0000063609,Hong Kong
POWER ASSETS HOLDINGS,K:HKEL,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electricity,Power Assets Holdings,Active,929595,HK6,HK0006000050,Hong Kong
CHINA GAS HOLDINGS,K:IWAI,1995/10/20,1995,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Oil Equipment and Services,China Gas Holdings,Active,865028,HK384,BMG2109G1033,Hong Kong
SUNNY OPTICAL TECH.(GP.),K:SOPT,2007/6/15,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,Sunny Optical Technology (Group),Active,50631X,HK2382,KYG8586D1097,Hong Kong
WH GROUP,K:HHPL,2014/8/5,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,WH Group,Active,89011L,HK288,KYG960071028,Hong Kong
LONGFOR PROPERTIES,K:LNGF,2009/11/19,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Longfor Properties,Active,68277H,HK960,KYG5635P1090,Hong Kong
LINK RL.EST.INV.TST.,K:LREI,2005/11/25,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment Trusts,Link Real Estate Investment Trust,Active,298493,HK823,HK0823032773,Hong Kong
NEW WORLD DEV.,K:NWDV,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,New World Development,Active,930223,HK17,HK0017000149,Hong Kong
WHEELOCK AND CO.,K:WHEL,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Wheelock and Company,Active,916504,HK20,HK0020000177,Hong Kong
WYNN MACAU,K:WYNN,2009/10/9,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Wynn Macau,Active,68039H,HK1128,KYG981491007,Hong Kong
ANTA SPORTS PRODUCTS,K:ANIT,2007/7/10,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Anta Sports Products,Active,50722E,HK2020,KYG040111059,Hong Kong
BRILLIANCE CHINA AUTV. HDG.,K:CBA,1999/10/22,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Automobiles and Parts,Brilliance China Automotive Holdings,Active,691912,HK1114,BMG1368B1028,Hong Kong
CHINA MENGNIU DAIRY,K:MNDA,2004/6/10,2004,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,China Mengniu Dairy,Active,29042F,HK2319,KYG210961051,Hong Kong
HENGAN INTL.GP.,K:HENG,1998/12/8,1998,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Hengan International Group,Active,675810,HK1044,KYG4402L1510,Hong Kong
MEITU,K:MEIT,2016/12/15,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Meitu,Active,2759ZZ,HK1357,KYG5966D1051,Hong Kong
PRADA,K:PRAD,2011/6/24,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Prada,Active,77253U,HK1913,IT0003874101,Hong Kong
UNITED COMPANY RUSAL,K:RUSA,2010/1/27,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Metals and Mining,United Company Rusal,Active,68619D,HK486,JE00B5BCW814,Hong Kong
3SBIO,K:SBIL,2015/6/11,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,3SBIO,Active,9528QR,HK1530,KYG8875G1029,Hong Kong
BANK OF EAST ASIA,K:BEAA,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Banks,Bank of East Asia,Active,951410,HK23,HK0023000190,Hong Kong
BOC AVIATION,K:BOCA,2016/6/1,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Transportation,BOC Aviation,Active,7294AL,HK2588,SG9999015267,Hong Kong
CSPC PHARMACEUTICAL GP.,K:CPHA,1994/6/21,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,CSPC Pharmaceutical Group,Active,140134,HK1093,HK1093012172,Hong Kong
HANG LUNG PROPERTIES,K:AMOY,1983/1/3,1983,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Hang Lung Properties,Active,951407,HK101,HK0101000591,Hong Kong
SINO LAND,K:SILC,1981/4/8,1981,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Sino Land,Active,997310,HK83,HK0083000502,Hong Kong
SWIRE PACIFIC 'A',K:SWPA,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Industrials,Swire Pacific 'A',Active,916546,HK19,HK0019000162,Hong Kong
TECHTRONIC INDS.,K:TRON,1990/12/17,1990,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Household Goods and Home Construction,Techtronic Industries,Active,540775,HK669,HK0669013440,Hong Kong
ALIBABA PICTURES GROUP,K:INTC,1994/5/12,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,Alibaba Pictures Group,Active,362461,HK1060,BMG0171W1055,Hong Kong
CHOW TAI FOOK JEWELLERY GP.,K:CTFJ,2011/12/15,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Chow Tai Fook Jewellery Group,Active,86521D,HK1929,KYG211461085,Hong Kong
GUANGDONG INVESTMENT,K:GUAN,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,"Gas, Water and Multiutilities",Guangdong Investment,Active,771681,HK270,HK0270001396,Hong Kong
KINGSOFT,K:KINS,2007/10/9,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Kingsoft,Active,51100N,HK3888,KYG5264Y1089,Hong Kong
KUNLUN ENERGY,K:PARG,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Oil and Gas Producers,Kunlun Energy,Active,755101,HK135,BMG5320C1082,Hong Kong
MGM CHINA HOLDINGS,K:MCHL,2011/6/3,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,MGM China Holdings,Active,77160X,HK2282,KYG607441022,Hong Kong
POSTAL SAVINGS BOC.'H',K:PSBC,2016/9/28,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Banks,Postal Savings Bank of China 'H',Active,2584NM,HK1658,CNE1000029W3,Hong Kong
SHENZHOU INTL.GP.HDG.,K:SZIN,2005/11/24,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Shenzhou International Group Holdings,Active,32307F,HK2313,KYG8087W1015,Hong Kong
CATHAY PACIFIC AIRWAYS,K:CATH,1986/5/15,1986,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Cathay Pacific Airways,Active,729076,HK293,HK0293001514,Hong Kong
CHINA TAIPING IN.HDG.,K:CINS,2000/6/29,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Life Insurance,China Taiping Insurance Holdings,Active,280966,HK966,HK0000055878,Hong Kong
ENN ENERGY HOLDINGS,K:XINA,2001/5/10,2001,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,"Gas, Water and Multiutilities",ENN Energy Holdings,Active,261993,HK2688,KYG3066L1014,Hong Kong
FULLSHARE HOLDINGS,K:WARD,2002/12/18,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Household Goods and Home Construction,Fullshare Holdings,Active,26611N,HK607,KYG3690U1058,Hong Kong
GENSCRIPT BIOTECH,K:GENS,2015/12/30,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,Genscript Biotechnology,Active,8827JK,HK1548,KYG3825B1059,Hong Kong
HKBN,K:HKBN,2015/3/12,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,HKBN,Active,9336DL,HK1310,KYG451581055,Hong Kong
HKT TRUST & HKT,K:HKTL,2011/11/29,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Fixed Line Telecommunications,HKT Trust and HKT,Active,77954L,HK6823,HK0000093390,Hong Kong
JNBY DESIGN,K:JNBY,2016/10/31,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Jnby Design,Active,2637YH,HK3306,KYG550441045,Hong Kong
KINGSTON FINANCIAL GROUP,K:STIM,1996/7/23,1996,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Kingston Financial Group,Active,865766,HK1031,BMG5266H1034,Hong Kong
LENOVO GROUP,K:LEGE,1994/2/14,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Lenovo Group,Active,362033,HK992,HK0992009065,Hong Kong
NINE DRAGONS PAPER HDG.,K:NDRA,2006/3/3,2006,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Forestry and Paper,Nine Dragons Paper Holdings,Active,32836U,HK2689,BMG653181005,Hong Kong
NWS HOLDINGS,K:PAPO,1997/4/25,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,NWS Holdings,Active,890205,HK659,BMG668971101,Hong Kong
PCCW,K:TRIC,1994/10/18,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Fixed Line Telecommunications,PCCW,Active,140539,HK8,HK0008011667,Hong Kong
SHIMAO PROPERTY HOLDINGS,K:SHIM,2006/7/5,2006,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Shimao Property Holdings,Active,36165F,HK813,KYG810431042,Hong Kong
SINO BIOPHM.,K:SBIO,2000/9/29,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,Sino Biopharmaceutical,Active,297037,HK1177,KYG8167W1380,Hong Kong
SUNDART HOLDINGS,K:SUDR,2015/12/29,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Sundart Holdings,Active,8776Y2,HK1568,VGG857251026,Hong Kong
ZALL GROUP,K:ZDCH,2011/7/13,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Zall Group,Active,773766,HK2098,KYG9888C1125,Hong Kong
AESO,K:AESO,2017/1/13,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Aeso,Active,2883UC,HK8341,KYG0113B1023,Hong Kong
AGILE GROUP HDG.,K:AGIL,2005/12/15,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Agile Group Holdings,Active,32484K,HK3383,KYG011981035,Hong Kong
AL GROUP,K:ALGL,2016/7/12,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Al Group,Active,7715GF,HK8360,NA,Hong Kong
ALTUS HOLDINGS,K:ALTS,2016/10/17,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Altus Holdings,Active,2625L5,HK8149,KYG0R70H1014,Hong Kong
ASM PACIFIC TECH.,K:ASMP,1988/12/30,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,ASM Pacific Technology,Active,779675,HK522,KYG0535Q1331,Hong Kong
BEIJING ENTERPRISES HDG.,K:BEEN,1997/5/29,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Industrials,Beijing Enterprises Holdings,Active,890505,HK392,HK0392044647,Hong Kong
BYD ELECTRONIC (INTL.),K:BYDE,2007/12/20,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,BYD Electronic (International),Active,51386M,HK285,HK0285041858,Hong Kong
CGN MINING,K:VBTE,2002/2/7,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,CGN Mining,Active,15169W,HK1164,KYG2029E1052,Hong Kong
CHERISH HOLDINGS,K:CHSH,2016/10/17,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Cherish Holdings,Active,2625M5,HK2113,KYG2090D1016,Hong Kong
CHINA HONGQIAO GROUP,K:CHGT,2011/3/24,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Metals and Mining,China Hongqiao Group,Active,74528X,HK1378,KYG211501005,Hong Kong
CHINA MRCH.POR.HDG.,K:HAIH,1992/7/15,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Transportation,China Merchants Port Holdings,Active,315805,HK144,HK0144000764,Hong Kong
CHINA RES.BEER (HDG.)CO.,K:CHRE,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Industrials,China Resources Beer (Holdings) Company,Active,771566,HK291,HK0291001490,Hong Kong
CHINA RES.POWER HDG.,K:CREP,2003/11/12,2003,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electricity,China Resources Power Holdings,Active,27962U,HK836,HK0836012952,Hong Kong
CHINA ZHESHANG BANK 'H',K:CZBC,2016/3/30,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Banks,China Zheshang Bank 'H',Active,7017KF,HK2016,CNE1000025S9,Hong Kong
CHUAN HOLDINGS,K:CHL,2016/6/8,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Chuan Holdings,Active,7465Q4,HK1420,KYG2123Y1061,Hong Kong
COSCO SHIP.PORTS,K:FLGR,1994/12/19,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Transportation,Cosco Shipping Ports,Active,140830,HK1199,BMG2442N1048,Hong Kong
CPM GROUP,K:CPMG,2017/7/10,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,CPM Group,Active,9107TG,HK1932,KYG2R5391062,Hong Kong
DADI EDUCATION,K:DADI,2017/2/16,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Dadi Education,Active,9015EM,HK8417,KYG2616M1069,Hong Kong
DALI FOODS GROUP CO.,K:DALF,2015/11/20,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,Dali Foods Group Company,Active,8721RN,HK3799,KYG2743Y1061,Hong Kong
FDB HOLDINGS,K:FDBH,2015/9/30,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,FDB Holdings,Active,9934UZ,HK1826,KYG3348R1083,Hong Kong
FIRST PACIFIC,K:FPCC,1982/6/21,1982,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,First Pacific,Active,937357,HK142,BMG348041077,Hong Kong
FURNIWEB HOLDINGS,K:FNWH,2017/10/16,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Furniweb Holdings,Active,9163NR,HK8480,KYG370041017,Hong Kong
GAMEONE HOLDINGS,K:GOME,2016/1/13,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Leisure Goods,Gameone Holdings,Active,8840EX,HK8282,KYG3729L1005,Hong Kong
GEOTECH HOLDINGS,K:GHDG,2017/10/12,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Geotech Holdings,Active,91621T,HK1707,KYG3835R1083,Hong Kong
HAIER ELECTRONICS GP.,K:WIL,1997/12/23,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Household Goods and Home Construction,Haier Electronics Group,Active,879366,HK1169,BMG423131256,Hong Kong
HAILAN HOLDINGS,K:HLAN,2016/7/15,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Hailan Holdings,Active,7720DV,HK2278,KYG422991003,Hong Kong
HONGGUANG LIGHTING,K:HGLT,2016/12/30,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,Hongguang Lighting,Active,2786RK,HK8343,KYG4644A1040,Hong Kong
HUAJIN INTL.,K:HUIH,2016/4/15,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Metals and Mining,Huajin International,Active,7084PV,HK2738,KYG464211062,Hong Kong
HYPEBEAST,K:HYPL,2016/4/11,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,Hypebeast,Active,7079XU,HK8359,KYG468321040,Hong Kong
