issuer,Idate,Fdate,ISIN,ticker,SIC,LCS Key,LevDis Key,LCS,LevDis Value,LCS Value,Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Golden Resources Dvlp Intl Ltd,1991/1/11,1991/1/11,,677,2044,Golden Resources Dvlp Intl Ltd,0,goldenresources,0,Golden Resources Development International,Golden Resources Development International,GOLDEN RES.DEV.INTL.,K:GDEV,1991/1/28,539920,HK677,BMG3958B1046
Giordano Holdings Ltd,1991/5/28,1991/5/28,,709,5611,Giordano Holdings Ltd,0,giordano,0,Giordano International,Giordano International,GIORDANO INTL.,K:GIOR,1991/6/19,314874,HK709,BMG6901M1010
Truly International,1991/6/11,1991/6/11,,TRULY,3571,Truly International,0,truly,0,Truly International Holdings,Truly International Holdings,TRULY INTL.HDG.,K:TRUL,1991/7/29,314154,HK732,KYG910191363
Varitronix Intl Ltd,1991/6/11,1991/6/11,,710,3679,Varitronix Intl Ltd,0,varitronix,0,BOE Varitronix,BOE Varitronix,BOE VARITRONIX,K:VARI,1991/7/1,314888,HK710,BMG1223L1054
Lam Soon Food Inds Ltd,1991/7/3,1991/7/3,BMG5358B1138,728,5461,Lam Soon Food Inds Ltd,0,lamsoonfood,0,Lam Soon Food,Lam Soon Food,LAM SOON FOOD,K:FOOD,1991/7/24,314139,NA,BMG5358B1054
Orient Power Holdings Ltd,1991/8/16,1991/8/16,,615,3651,Orient Power Holdings Ltd,0,orientpower,0,Orient Power Holdings,Orient Power Holdings,ORIENT POWER HOLDINGS,K:ORNT,1991/9/2,314522,HK615,BMG677481068
Innovative Intl(Hldg)ltd,1991/9/17,1991/9/17,,729,5013,Innovative Intl(Hldg)ltd,0,innovative,0,Innovative Pharmaceutical Biotech,Innovative Pharmaceutical Biotech,INNOVATIVE PHARM.BIOT.,K:FEPT,2000/8/23,297026,HK399,BMG4783W1073
Fairwood Holdings Ltd,1991/9/20,1991/9/20,,52,5812,Fairwood Holdings Ltd,0,fairwood,0,Fairwood Holdings,Fairwood Holdings,FAIRWOOD HOLDINGS,K:FAIR,1991/10/9,314064,HK52,BMG3305Y1619
Chen Hsong Holdings Ltd,1991/9/30,1991/9/30,,57,3599,Chen Hsong Holdings Ltd,0,chenhsong,0,Chen Hsong Holdings,Chen Hsong Holdings,CHEN HSONG HDG.,K:CHEN,1991/10/22,314066,HK57,BMG208741063
Top Form International Ltd,1991/11/26,1991/11/26,,333,2342,Top Form International Ltd,0,topform,0,Top Form International,Top Form International,TOP FORM INTL.,K:FORM,1991/12/16,315143,HK333,BMG8922H1299
Pak Fah Yeow International Ltd,1991/12/3,1991/12/3,,239,2833,Pak Fah Yeow International Ltd,0,pakfahyeow,0,PAK FAH Yeow International,PAK FAH Yeow International,PAK FAH YEOW INTL.,K:PFYI,1991/12/18,315155,HK239,BMG6873Y1176
Kong Wah Holdings,1992/1/13,1992/1/13,,359,3651,Kong Wah Holdings,0,kongwah,0,Kong Wah,Kong Wah,KONG WAH,K:KONG,1992/1/28,315504,NA,BMG5308Z1032
Hung Hing Printing Group Ltd,1992/2/27,1992/2/27,XC0008849132,450,2671,Hung Hing Printing Group Ltd,0,hunghingprintin,0,Hung Hing Printing Group,Hung Hing Printing Group,HUNG HING PRINT.GP.,K:HUNG,1992/3/16,315591,HK450,HK0450001869
Li & Fung Ltd,1992/6/9,1992/6/9,,494,5099,Li & Fung Ltd,0,lifung,0,Li and Fung,Li and Fung,LI & FUNG,K:FUNG,1992/7/1,315769,HK494,BMG5485F1692
Yue Yuen Industrial(Hldg)Ltd,1992/6/16,1992/6/16,BMG988031024,551,3021,Yue Yuen Industrial(Hldg)Ltd,0,yueyuenindustri,0,Yue Yuen Industrial Holdings,Yue Yuen Industrial Holdings,YUE YUEN INDL.HDG.,K:YUEN,1992/7/2,315775,HK551,BMG988031446
China Merchants Hai Hong Hldgs,1992/6/30,1992/6/30,XC0008845585,144,2851,China Merchants Hai Hong Hldgs,0,chinamerchants,0,China Merchants Port Holdings,China Merchants Port Holdings,CHINA MRCH.POR.HDG.,K:HAIH,1992/7/15,315805,HK144,HK0144000764
Texwinca Holdings Ltd,1992/7/20,1992/7/20,BMY861151215,321,2231,Texwinca Holdings Ltd,0,texwinca,0,Texwinca Holdings,Texwinca Holdings,TEXWINCA HOLDINGS,K:TEXW,1992/8/6,316074,HK321,BMG8770Z1068
High Fashion International Ltd,1992/7/21,1992/7/21,,608,2331,High Fashion International Ltd,0,highfashion,0,High Fashion International,High Fashion International,HIGH FASHION INTL.,K:HFIN,1992/8/4,316075,HK608,BMG4453K1027
Champion Tech Hldg Ltd,1992/8/3,1992/8/3,,92,4812,Champion Tech Hldg Ltd,0,champion,0,Champion Real Estate Investment Trust,Champion Real Estate Investment Trust,CHAMPION REIT.TRUST,K:CREI,2006/5/24,35931N,HK2778,HK2778034606
Goldlion Holdings Ltd,1992/9/2,1992/9/2,XC0008848985,533,2311,Goldlion Holdings Ltd,0,goldlion,0,Goldlion Holdings,Goldlion Holdings,GOLDLION HOLDINGS,K:LION,1992/9/18,316138,HK533,HK0533002009
Pico Far East Holdings Ltd,1992/9/14,1992/9/14,,PICO,2542,Pico Far East Holdings Ltd,0,picofareast,0,Pico Far East Holdings,Pico Far East Holdings,PICO FAR EAST HOLDINGS,K:PICO,1992/9/28,316148,HK752,KYG7082H1276
MC Packaging(Hong Kong)Ltd,1992/9/22,1992/9/22,XC0008849819,751,3411,MC Packaging(Hong Kong)Ltd,0,mcpackaging,0,MC Packaging Hong Kong,MC Packaging Hong Kong,MC PACKAGING HK.,316246,1992/10/14,316246,NA,HK0751002293
Perfectech Intl Hldg Ltd,1992/10/8,1992/10/8,,765,3999,Perfectech Intl Hldg Ltd,0,perfectech,0,Perfectech International Holdings,Perfectech International Holdings,PERFECTECH INTL.HDG.,K:PFIH,1992/10/23,316264,HK765,BMG7004C1073
Star Ent Intl Hldg Ltd,1992/10/27,1992/10/27,,326,7822,Star Ent Intl Hldg Ltd,0,starent,0,China Star Entertainment,China Star Entertainment,CHINA STAR ENTM.,K:STAE,1992/11/12,316268,HK326,BMG8437G3195
Le Saunda Holdings Ltd,1992/11/26,1992/11/26,,738,3144,Le Saunda Holdings Ltd,0,lesaunda,0,Le Saunda Holdings,Le Saunda Holdings,LE SAUNDA HOLDINGS,K:LESA,1992/12/11,316334,HK738,BMG5456B1063
Leading Spirit(Holdings)Co Ltd,1992/12/31,1992/12/31,,606,3663,Leading Spirit(Holdings)Co Ltd,0,leadingspirit,0,Leading Spirit High-Technology,Leading Spirit High-Technology,LEADING SPIRIT HIGH-TECH,K:LEDS,1993/1/18,316592,NA,BMG5412S1026
Group Sense(International)Ltd,1993/1/12,1993/1/12,,601,3679,Group Sense(International)Ltd,0,groupsense,0,Group Sense International,Group Sense International,GROUP SENSE INTL.,K:GRSE,1993/1/28,316595,HK601,BMG4145B1063
Peace Mark(Holdings)Ltd,1993/2/2,1993/2/2,,304,3873,Peace Mark(Holdings)Ltd,0,peacemark,0,Peace Mark (Holdings),Peace Mark (Holdings),PEACE MARK (HDG.),K:PECE,1993/2/18,316640,HK304,NA
Denway Investment Ltd,1993/2/5,1993/2/5,HK0203001067,203,3714,Denway Investment Ltd,0,investmen,0,Investment Trust,Investment Trust,I T,K:ITLT,2005/3/4,30374C,NA,NA
World Houseware(Holdings)Ltd,1993/3/29,1993/3/29,,713,2392,World Houseware(Holdings)Ltd,0,worldhouseware,0,World Houseware (Holdings),World Houseware (Holdings),WORLD HOUSEWARE (HDG.),K:WORA,1993/4/15,316821,HK713,KYG9768F1028
Golden Power Intl Hldg Ltd,1993/5/17,1993/5/17,BMG4616K1229,603,3674,Golden Power Intl Hldg Ltd,0,goldenpower,0,Golden Power Group Holdings,Golden Power Group Holdings,GOLDEN POWER GROUP HDG.,K:GPGH,2015/6/5,9528QT,HK3919,KYG3959Y1035
Shangri-La Asia Ltd,1993/5/31,1993/5/31,,69,7011,Shangri-La Asia Ltd,0,shangri-laasia,0,Shangri-La Asia,Shangri-La Asia,SHANGRI-LA ASIA,K:SLAS,1993/6/17,317483,HK69,BMG8063F1068
Singamas Container Holdings,1993/6/23,1993/6/23,HK0716002271,716,2655,Singamas Container Holdings,0,singamascontain,0,Singamas Container Holdings,Singamas Container Holdings,SINGAMAS CONTAINER HDG.,K:SICO,1993/7/8,317595,HK716,HK0716002271
Ultronics Intl Holdings Ltd,1993/7/12,1993/7/12,,ULNC,3823,Ultronics Intl Holdings Ltd,0,ltronics,0,Alltronics Holdings,Alltronics Holdings,ALLTRONICS HOLDINGS,K:ALLT,2005/7/15,31294M,HK833,KYG022791266
Four Seas Mercantile Hldgs Ltd,1993/8/10,1993/8/10,HK0008703743,374,2051,Four Seas Mercantile Hldgs Ltd,0,fourseasmercant,0,Four Seas Mercantile,Four Seas Mercantile,FOUR SEAS MERCANTILE,K:FOUS,1993/8/25,317673,HK374,KYG365451049
Yeebo(International Holdings),1993/8/17,1993/8/17,BMG9835B1000,YEEB,3873,Yeebo(International Holdings),0,yeebo,0,Yeebo (International Holdings),Yeebo (International Holdings),YEEBO (INTL.HDG.),K:YEEB,1993/9/1,317697,HK259,BMG9835R1051
Kingboard Chemical Holdings,1993/9/22,1993/9/22,,148,3672,Kingboard Chemical Holdings,0,kingboardchemic,0,Kingboard Chemical Holdings,Kingboard Chemical Holdings,KINGBOARD CHEMICAL HDG.,K:KINC,1993/10/8,317789,HK148,KYG525621408
Oriental Watch Holdings Ltd,1993/9/24,1993/9/24,,398,5944,Oriental Watch Holdings Ltd,0,orientalwatch,0,Oriental Watch Holdings,Oriental Watch Holdings,ORIENTAL WATCH HDG.,K:ORWA,1993/10/12,317795,HK398,BMG6773R1051
Siu-Fung Ceramics Holdings,1993/10/12,1993/10/12,,SUIF,5084,Siu-Fung Ceramics Holdings,0,siu-fungceramic,0,SIU-Fung Ceramics,SIU-Fung Ceramics,SIU-FUNG CERAMICS,K:SIUF,1993/10/28,317819,NA,NA
Yaohan International Holdings,1993/10/14,1993/10/14,,700,7389,Yaohan International Holdings,0,yaohan,0,Yaohan Hongkong,Yaohan Hongkong,YAOHAN HONGKONG,27580D,2003/9/12,27580D,NA,NA
Yugang International Ltd,1993/10/21,1993/10/21,BMG9880B1046,613,5013,Yugang International Ltd,0,yugang,0,Yugang International,Yugang International,YUGANG INTERNATIONAL,K:YUGA,1993/11/12,315418,HK613,BMG9880B1384
Esprit Holdings Ltd,1993/11/23,1993/11/23,,330,2321,Esprit Holdings Ltd,0,esprit,0,Esprit Holdings,Esprit Holdings,ESPRIT HOLDINGS,K:ESPR,1993/12/9,356831,HK330,BMG3122U1457
Theme International Holdings,1994/1/10,1994/1/10,BMG8800F1041,990,5621,Theme International Holdings,0,theme,0,Theme International Holdings,Theme International Holdings,THEME INTERNATIONAL HDG.,K:THEM,1994/1/25,362000,HK990,BMG8800F1876
Win Win Intl Hldg Ltd,1994/1/31,1994/1/31,BMG9719J1045,WINW,3552,Win Win Intl Hldg Ltd,0,winwin,0,Win Win Way Construction Holdings,Win Win Way Construction Holdings,WIN WIN WAY CON. HDG.,K:WWWC,2017/7/17,9112KW,HK994,KYG972041043
Matrix Holdings Ltd,1994/2/1,1994/2/1,BMG5888V1000,MATX,3999,Matrix Holdings Ltd,0,matrix,0,Matrix Holdings,Matrix Holdings,MATRIX HOLDINGS,K:MATR,1994/2/18,362075,HK1005,BMG5888V1265
Daiwa Associate Holdings Ltd,1994/3/24,1994/3/24,BMG2625R1043,1037,3679,Daiwa Associate Holdings Ltd,0,associate,0,Associated International Hotels,Associated International Hotels,ASSOCIATED INTL.HOTELS,K:AIH,1988/6/1,755880,HK105,HK0105000613
Ngai Hing Hong Co Ltd,1994/4/8,1994/4/8,,1047,2821,Ngai Hing Hong Co Ltd,0,ngaihinghong,0,Ngai Hing Hong,Ngai Hing Hong,NGAI HING HONG,K:NGAH,1994/4/25,362425,HK1047,BMG650311092
Kingmaker Footwear Holdings,1994/9/13,1994/9/13,,1170,3143,Kingmaker Footwear Holdings,0,kingmakerfootwe,0,Kingmaker Footwear Holdings,Kingmaker Footwear Holdings,KINGMAKER FOOTWEAR HDG.,K:KIFO,1994/9/29,140472,HK1170,BMG5256W1029
SAS Dragon Holdings Ltd,1994/9/29,1994/9/29,BMG7814X1359,1184,3679,SAS Dragon Holdings Ltd,0,sasdragon,0,SAS Dragon Holdings,SAS Dragon Holdings,SAS DRAGON HOLDINGS,K:SASD,1994/10/17,140537,HK1184,BMG7814X1011
Easyknit Intl Hldg Ltd,1995/1/16,1995/1/16,BMG2915Q1217,1218,2253,Easyknit Intl Hldg Ltd,0,easyknit,0,Easyknit International Holdings,Easyknit International Holdings,EASYKNIT INTL.HDG.,K:EASY,1995/1/30,140953,HK1218,BMG2915Q3296
Gilbert Holdings Ltd,1995/9/27,1995/9/27,,505,5131,Gilbert Holdings Ltd,0,gilbert,0,Gilbert,Gilbert,GILBERT,K:GILB,1995/10/12,865029,NA,BMG3864K1071
Ng Fung Hong Ltd,1995/10/4,1995/10/4,XC0008977008,318,5147,Ng Fung Hong Ltd,0,ngfunghong,0,NG Fung Hong,NG Fung Hong,NG FUNG HONG,K:NGFU,1995/10/25,312661,NA,HK0318001580
Samson Paper Holdings Ltd,1995/11/14,1995/11/14,,731,5021,Samson Paper Holdings Ltd,0,samsonpaper,0,Samson Paper Holdings,Samson Paper Holdings,SAMSON PAPER HDG.,K:SAMS,1995/12/1,865158,HK731,BMG7783F1077
Founder Holdings Ltd,1995/12/1,1995/12/1,,418,7373,Founder Holdings Ltd,0,founder,0,Founder Holdings,Founder Holdings,FOUNDER HOLDINGS,K:FNHK,1995/12/21,865177,HK418,BMG3654D1074
AV Concept Holdings Ltd,1996/4/10,1996/4/10,,595,3674,AV Concept Holdings Ltd,0,avconcept,0,AV Concept Holdings,AV Concept Holdings,AV CONCEPT HOLDINGS,K:AVCO,1996/4/24,865512,HK595,KYG0672U1114
Victory City Intl Hldgs Ltd,1996/5/13,1996/5/13,BMG9358Q1208,539,2299,Victory City Intl Hldgs Ltd,0,victorycity,0,Victory City International Holdings,Victory City International Holdings,VICTORY CITY INTL.HDG.,K:VICT,1996/5/13,865540,HK539,BMG9358Q1463
Road King Infrastructure Ltd,1996/6/28,1996/6/28,BMG760581097,1098,1622,Road King Infrastructure Ltd,0,roadkinginfrast,0,Road King Infrastructure,Road King Infrastructure,ROAD KING INFR.,K:RDKI,1996/7/4,865669,HK1098,BMG760581097
Cheung Kong Infrastructure,1996/7/1,1996/7/1,BMY132131061,1038,1622,Cheung Kong Infrastructure,0,cheungkonginfra,0,Cheung Kong Infrastructure Holdings,Cheung Kong Infrastructure Holdings,CHEUNG KONG INFR.HDG.,K:CKIH,1996/7/17,887014,HK1038,BMG2178K1009
Stime Watch Intl Hldgs Ltd,1996/7/9,1996/7/9,BMG8494C1029,STWA/,3873,Stime Watch Intl Hldgs Ltd,0,timewatchs,0,Time Watch Investments,Time Watch Investments,TIME WATCH INVESTMENTS,K:TWIL,2013/2/5,88064V,HK2033,KYG8879M1050
Glorious Sun Enterprises Ltd,1996/9/2,1996/9/2,,393,2329,Glorious Sun Enterprises Ltd,0,glorioussunente,0,Glorious Sun Enterprises,Glorious Sun Enterprises,GLORIOUS SUN ENTERPRISES,K:GLOR,1996/9/17,887202,HK393,BMG3939X1002
Kwoon Chung Bus Holdings Ltd,1996/9/13,1996/9/13,,306,4119,Kwoon Chung Bus Holdings Ltd,0,kwoonchungbus,0,Kwoon Chung Bus Holdings,Kwoon Chung Bus Holdings,KWOON CHUNG BUS HDG.,K:KWOO,1996/9/25,887245,HK306,BMG5330P1077
Arts Optical International,1996/10/29,1996/10/29,,1120,3851,Arts Optical International,0,artsoptical,0,Arts Optical International Holdings,Arts Optical International Holdings,ARTS OPTICAL INTL.HDG.,K:ARTS,1996/11/8,887452,HK1120,BMG0505B1081
Mirabell Intl Hldgs Ltd,1996/11/25,1996/11/25,,1179,3143,Mirabell Intl Hldgs Ltd,0,mirabell,0,Mirabell International Holdings,Mirabell International Holdings,MIRABELL INTL.HDG.,K:MIRA,1996/12/6,887570,HK1179,KYG6148R1039
Guangdong Tannery Ltd,1996/12/3,1996/12/3,HK1058006367,1058,3199,Guangdong Tannery Ltd,0,guangdongtanner,0,Guangdong Tannery,Guangdong Tannery,GUANGDONG TANNERY,K:GNTN,1996/12/16,887530,HK1058,HK1058006367
Perennial International,1996/12/13,1996/12/12,,725,3999,Perennial International,0,perennial,0,Perennial International,Perennial International,PERENNIAL INTL.,K:PERE,1996/12/30,887664,HK725,BMG7004P1086
Man Yue Intl Hldgs Ltd,1997/2/18,1997/2/18,,894,3675,Man Yue Intl Hldgs Ltd,0,manyue,0,Man Yue Technology Holdings,Man Yue Technology Holdings,MAN YUE TECHNOLOGY HDG.,K:MANY,1997/3/5,887942,HK894,BMG5803Y1066
Wing Lee Holdings Ltd,1997/3/25,1997/3/25,,876,3679,Wing Lee Holdings Ltd,0,inglees,0,Sing Lee Software Group,Sing Lee Software Group,SING LEE SOFTWARE GROUP,K:SLS,2001/9/5,14490Q,HK8076,BMG819641017
Kin Yat Holdings Ltd,1997/4/16,1997/4/16,,638,3944,Kin Yat Holdings Ltd,0,kinyat,0,KIN Yat Holdings,KIN Yat Holdings,KIN YAT HOLDINGS,K:KYH,1997/5/1,890239,HK638,BMG527281056
Luk Fook Hldg (Intl) Ltd,1997/4/22,1997/4/22,,590,3911,Luk Fook Hldg (Intl) Ltd,0,lukfook,0,Luk Fook Holdings (International),Luk Fook Holdings (International),LUK FOOK HDG.(INTL.),K:LUK,1997/5/6,890221,HK590,BMG5695X1258
Chu Kong Shipping Dvlp Co Ltd,1997/5/13,1997/5/13,,560,4412,Chu Kong Shipping Dvlp Co Ltd,0,chukongshipping,0,Chu Kong Shipping Enterprises (Group),Chu Kong Shipping Enterprises (Group),CHU KONG SHIP.ENTS.(GP.),K:CKS,1997/5/23,890528,HK560,HK0560006634
Lee & Man Holdings Ltd,1997/5/16,1997/5/16,,554,3171,Lee & Man Holdings Ltd,0,leeman,0,Lee and Man Paper Manufacturing,Lee and Man Paper Manufacturing,LEE & MAN PAPER MNFG.,K:LMPM,2003/9/26,27621R,HK2314,KYG5427W1309
Leading Spirit Conrowa Elec,1997/6/11,1997/6/11,BMG5412P1086,1197,3678,Leading Spirit Conrowa Elec,0,leadingspirit,0,Leading Spirit High-Technology,Leading Spirit High-Technology,LEADING SPIRIT HIGH-TECH,K:LEDS,1993/1/18,316592,NA,BMG5412S1026
South East Asia Wood Inds Hldg,1997/9/3,1997/8/26,BMG8284A1009,SEAWIH,2411,South East Asia Wood Inds Hldg,0,southeastasia,0,Southeast Asia Properties and Finance,Southeast Asia Properties and Finance,SOUTHEAST ASIA PROPS.& FIN.,K:SEAP,1982/6/10,937164,HK252,HK0252001307
Global Food Culture Grp Ltd,1997/9/5,1997/9/5,,970,5812,Global Food Culture Grp Ltd,0,globalfood,0,Tansh Global Food Group,Tansh Global Food Group,TANSH GLOBAL FOOD GP.,K:XIAO,2012/7/4,77654L,HK3666,KYG8673P1063
Automated Systems Hldgs Ltd,1997/10/22,1997/10/22,,771,7372,Automated Systems Hldgs Ltd,0,automatedsystem,0,Automated Systems Holdings,Automated Systems Holdings,AUTOMATED SYSTEMS HDG.,K:AUTO,1997/11/5,871504,HK771,BMG0666H1007
Victory Group Ltd,1998/2/4,1998/2/4,BMG9358V1292,1139,5013,Victory Group Ltd,0,victory,0,Victory Group,Victory Group,VICTORY GROUP,K:VIC,1998/2/16,865729,HK1139,BMG9358V1946
Asia Aluminum Holdings Ltd,1998/3/24,1998/3/24,BMG397751048,930,3365,Asia Aluminum Holdings Ltd,0,asiaaluminum,0,Asia Aluminum Holdings,Asia Aluminum Holdings,ASIA ALUMINUM HOLDINGS,K:AALU,1998/4/3,865732,NA,BMG0535R1079
Computer & Tech Hldg Ltd,1998/5/5,1998/5/5,,46,7376,Computer & Tech Hldg Ltd,0,computer,0,Computer and Technologies Holdings,Computer and Technologies Holdings,COMPUTER & TECHS.HDG.,K:COMP,1998/5/18,675422,HK46,BMG2335C1082
Lerado Group(Holding)Co Ltd,1998/12/4,1998/12/4,,1225,3944,Lerado Group(Holding)Co Ltd,0,lerado,0,Lerado Financial Group,Lerado Financial Group,LERADO FINANCIAL GP.,K:LERA,1998/12/18,865746,HK1225,BMG5454H1135
Extrawell Pharm Hldgs Ltd,1999/2/25,1999/2/25,BMG3285Q1050,858,2834,Extrawell Pharm Hldgs Ltd,0,extrawellpharm,0,Extrawell Pharmaceutical Holdings,Extrawell Pharmaceutical Holdings,EXTRAWELL PHARM.HOLDINGS,K:EXPH,1999/3/10,865748,HK858,BMG3285Q1134
Hang Fung Gold Technology Ltd,1999/2/26,1999/2/26,BMG4284Y1158,870,3497,Hang Fung Gold Technology Ltd,0,hangfunggold,0,Hang Fung Gold Technology,Hang Fung Gold Technology,HANG FUNG GOLD TECH.,K:HFGT,1999/3/16,865749,HK870,BMG4284Y1497
Veeko Intl Holdings Ltd,1999/3/31,1999/3/31,KYG9326E1008,1173,2331,Veeko Intl Holdings Ltd,0,veeko,0,Veeko International Holdings,Veeko International Holdings,VEEKO INTL.HDG.,K:VEEK,1999/4/19,691900,HK1173,KYG9326E1263
Sun Hing Vision Group Holdings,1999/5/11,1999/5/11,,125,3827,Sun Hing Vision Group Holdings,0,sunhingvision,0,Sun Hing Vision Group Holdings,Sun Hing Vision Group Holdings,SUN HING VISION GP.HDG.,K:SHVG,1999/5/25,691902,HK125,BMG8572F1005
Great Wall Tech Co Ltd,1999/7/22,1999/7/22,,74,3571,Great Wall Tech Co Ltd,0,greatwall,0,Great Wall Pan Asia,Great Wall Pan Asia,GREAT WALL PAN ASIA,K:SCMP,1990/6/29,503421,HK583,BMG4079W1001
Sunway Intl Hldgs Ltd,1999/8/23,1999/8/23,,58,3679,Sunway Intl Hldgs Ltd,0,sunway,0,Sunway International Holdings,Sunway International Holdings,SUNWAY INTL.HDG.,K:SWAY,1999/9/3,691908,HK58,BMG858331041
Coslight Tech Intl Grp Ltd,1999/11/3,1999/11/3,BMG244311012,1043,3691,Coslight Tech Intl Grp Ltd,0,coslight,0,Coslight Technology International Group,Coslight Technology International Group,COSLIGHT TECH.INTL.GP.,K:COSL,1999/11/17,691937,HK1043,BMG244311012
China Agrotech Holdings Ltd,1999/11/12,1999/11/12,,1073,2873,China Agrotech Holdings Ltd,0,chinaagrotech,0,China Agrotech Holdings,China Agrotech Holdings,CHINA AGROTECH HOLDINGS,K:CHAG,1999/11/25,691970,HK1073,KYG2106H1048
Far Eastern Polychem Inds Ltd,2000/1/17,2000/1/17,,8012,2821,Far Eastern Polychem Inds Ltd,0,fareasternpolyc,0,Far Eastern Polychem Industries,Far Eastern Polychem Industries,FAR ETN.POLYCHEM INDS.,K:FEPC,2000/1/31,280008,NA,BMG331051000
Hua Lien Intl(Hldg) Co Ltd,2000/1/18,2000/1/18,,969,3131,Hua Lien Intl(Hldg) Co Ltd,0,hualien,0,Hua Lien International Holding,Hua Lien International Holding,HUA LIEN INTL.HOLDING,K:HULI,2000/2/2,280011,HK969,KYG4636M1087
Beijing Capital Intl Airport,2000/1/27,2000/1/12,,694,4581,Beijing Capital Intl Airport,0,beijingcapital,0,Beijing Capital Grand,Beijing Capital Grand,BEIJING CAPITAL GRAND,K:JIHL,2012/4/2,86984C,HK1329,KYG1146G1001
Carry Wealth Holdings Ltd,2000/2/29,2000/2/29,,643,2253,Carry Wealth Holdings Ltd,0,carrywealth,0,Carry Wealth Holdings,Carry Wealth Holdings,CARRY WEALTH HDG.,K:CAWE,2000/3/13,280017,HK643,BMG1925S1017
SUNDAY Communications Ltd,2000/3/10,2000/3/10,,866,4812,SUNDAY Communications Ltd,0,sundaycommunica,0,Sunday Communications,Sunday Communications,SUNDAY COMMS.,K:SUNC,2000/3/16,280320,NA,KYG8571M1069
Skyworth Digital Holdings Ltd,2000/3/24,2000/3/24,,751,3651,Skyworth Digital Holdings Ltd,0,skyworthdigital,0,Skyworth Digital Holdings,Skyworth Digital Holdings,SKYWORTH DIGITAL HDG.,K:SKYD,2000/4/7,280371,HK751,BMG8181C1001
Fujikon Industrial Holdings,2000/3/29,2000/3/29,,927,3651,Fujikon Industrial Holdings,0,fujikonindustri,0,Fujikon Industrial Holdings,Fujikon Industrial Holdings,FUJIKON INDUSTRIAL HDG.,K:FUIN,2000/4/11,280020,HK927,BMG3685C1029
Millennium Sense Holdings Ltd,2000/6/22,2000/6/22,,724,3999,Millennium Sense Holdings Ltd,0,millennium,0,Millennium Pacific Group Holdings,Millennium Pacific Group Holdings,MILLENNIUM PACIFIC GROUP HOLDINGS,K:MILL,2014/7/18,8933NF,HK8147,KYG6169E1301
Henderson Cyber Ltd,2000/7/8,2000/6/30,,8023,4813,Henderson Cyber Ltd,0,hendersoncyber,0,Henderson Cyber,Henderson Cyber,HENDERSON CYBER,K:HCYB,2000/7/14,280045,UG2986610,KYG298661037
Shanxi Central Pharm Int Ltd,2000/7/21,2000/7/14,,327,2834,Shanxi Central Pharm Int Ltd,0,shanxicentralph,0,Shanxi Central Pharmaceutical,Shanxi Central Pharmaceutical,SHANXI CENTRAL PHARM.,K:SCPI,2000/7/25,280049,NA,BMG806751209
Vantage Intl(Hldgs)Ltd,2000/9/5,2000/8/29,BMG932121012,15,1522,Vantage Intl(Hldgs)Ltd,0,vantage,0,Vantage International Holdings,Vantage International Holdings,VANTAGE INTL.HOLDINGS,K:VANT,2000/9/8,297028,HK15,BMG932121434
China Specialised Fibre,2000/11/3,2000/10/5,BMG441701015,285,2824,China Specialised Fibre,0,chinaspecialise,0,China Specialised Fibre,China Specialised Fibre,CHINA SPECIALISED FIBRE,K:HESH,2000/11/15,280693,NA,BMG2109R1097
U-RIGHT Intl Hldg Ltd,2000/11/8,2000/10/30,BMG9298R1051,627,2326,U-RIGHT Intl Hldg Ltd,0,u-right,0,U-Right International Holdings,U-Right International Holdings,U-RIGHT INTL.HDG.,K:URGT,2000/11/13,297068,HK627,BMG9298R1887
Mainland Headwear Hldg Ltd,2000/11/28,2000/11/28,BMG5754W1091,1100,2253,Mainland Headwear Hldg Ltd,0,mainlandheadwea,0,Mainland Headwear Holdings,Mainland Headwear Holdings,MAINLAND HEADWEAR HDG.,K:MLHW,2000/12/13,255389,HK1100,BMG5754W1091
Tongda Group Holdings Ltd,2000/12/12,2000/12/12,,698,3444,Tongda Group Holdings Ltd,0,tongda,0,Tongda Hong Tai Holdings,Tongda Hong Tai Holdings,TONGDA HONG TAI HDG.,9175ZU,2017/10/24,9175ZU,NA,NA
Sino Golf Holdings Ltd,2000/12/15,2000/12/11,BMG816821091,361,5091,Sino Golf Holdings Ltd,0,sinogolf,0,Sino Golf Holdings,Sino Golf Holdings,SINO GOLF HOLDINGS,K:SGOF,2000/12/20,297781,HK361,BMG816821091
Kiu Hung Intl Hldgs Ltd,2001/1/9,2001/1/9,,381,3942,Kiu Hung Intl Hldgs Ltd,0,kiuhung,0,KIU Hung International Holdings,KIU Hung International Holdings,KIU HUNG INTERNATIONAL HDG.,K:KIUH,2001/1/22,13423L,HK381,KYG5283T1067
Convenience Retail Asia Ltd,2001/1/13,2001/1/8,,8052,5399,Convenience Retail Asia Ltd,0,conveniencereta,0,Convenience Retail Asia,Convenience Retail Asia,CONVENIENCE RETAIL ASIA,K:CREA,2001/1/18,13412T,HK831,KYG239801080
Kingdee Intl Software Grp Co,2001/2/9,2001/2/2,KYG525681055,268,7372,Kingdee Intl Software Grp Co,0,kingdeesoftware,0,Kingdee International Software Group,Kingdee International Software Group,KINGDEE INTL.SFTW.GP.,K:KDEE,2001/2/15,256465,HK268,KYG525681477
