Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Sanai Health Industry Group,SANAI HEALTH INDUSTRY GROUP,K:NUYI,2007/2/1,41658T,HK1889,KYG980891082
Sany Heavy Equipment International,SANY HEAVY EQU.INTL.,K:SANY,2009/11/25,68363V,HK631,KYG781631059
Sau San Tong Holdings,SAU SAN TONG HOLDINGS,K:SSAN,2003/11/19,28032D,HK8200,KYG781651420
Seamless Green China (Holdings),SEAMLESS GRN.CHIN.(HDG.),K:FSTH,2001/8/10,14417E,HK8150,BMG7947R1126
Sheen Tai Holdings Group,SHEEN TAI HOLDINGS GP.,K:STHL,2012/7/13,87305E,HK1335,KYG8079L1133
Shengli Oil and Gas Pipe Holdings,SHENGLI OIL & GAS PIPE HDG.,K:ONGP,2009/12/18,68506W,HK1080,KYG811661035
Shentong Robot Education Group Group,SHENTONG ROBOT ED.GP.GP.,K:HK6,2002/11/15,26501X,HK8206,KYG8117F1028
Shirble Department Store Holdings China,SHIRBLE DPSTE.HDG.CHIN.,K:SDSH,2010/11/17,69687L,HK312,KYG810871015
Shougang Concord Century Holdings,SHOUGANG CCRD.CEN.HDG.,K:EAST,1992/4/9,315618,HK103,HK0103000607
Shougang Concord Grand Group,SHOUGANG CCRD.GRD.GP.,K:KINV,1991/8/8,314176,HK730,BMG8114P1032
Shougang Concord International Enterprises,SHOUGANG CCRD.INTL.ENTS.,K:SHOU,1991/4/30,314000,HK697,HK0697002241
Shun Ho Property Investments,SHUN HO PR.INVS.,K:SHUN,1988/6/1,938603,HK219,HK0219009344
Shun Wo Group Holdings,SHUN WO GROUP HDG.,K:SHNW,2016/9/28,2578ZD,HK1591,KYG811921090
Shunfeng International Clean Energy,SHUNFENG INTL.CLEAN EN.,K:SPIL,2011/7/13,773765,HK1165,KYG8116S1057
Silk Road Energy Services Group,SILK ROAD ENERGY SVS.GP.,K:PLSM,2004/6/18,29067C,HK8250,KYG8133P1000
Silver Base Group Holdings,SILVER BASE GROUP HDG.,K:SILB,2009/4/8,67264Q,HK886,KYG816941044
Silver Grant International Industries,SILVER GRANT INTL.INDS.,K:SILG,1988/6/1,938635,HK171,HK0171000877
Sing Lee Software Group,SING LEE SOFTWARE GROUP,K:SLS,2001/9/5,14490Q,HK8076,BMG819641017
Sino Energy International Holdings Group,SINO EN.INTL.HDG.GP.,K:AGHL,2011/9/28,77667R,HK1096,KYG817001095
Sino Harbour Holdings Group,SINO HARBOUR HDG.GP.,K:SHPG,2011/7/22,77418Q,HK1663,BMG8188W1091
Sino Oil and Gas Holdings,SINO OIL & GAS HDG.,K:PNF,2000/2/9,280012,HK702,BMG8184U1071
Sino Prosper (Group) Holdings,SINO PSPR.(GROUP) HDG.,K:SPRO,2002/5/15,25508T,HK766,KYG8190S1122
Smartac Group China Holdings,SMARTAC GROUP CHINA HDG.,K:AZIR,2002/10/28,26420M,HK395,KYG8207P1019
SMI Culture and Travel Group,SMI CULTURE &.TRAVEL GP.,K:QJYM,2004/6/30,29116F,HK2366,BMG8229K1146
South China Assets Holdings,SOUTH CHINA ASSETS HDG.,K:CPUB,2002/7/18,26021Q,HK8155,KYG8290J1031
South China Financial Holdings,SOUTH CHINA FINL.HDG.,K:SCHB,1993/7/16,317589,HK619,HK0619009126
South Sea Petroleum Holdings,SOUTH SEA PETROLEUM HDG.,K:SEAU,1984/9/24,932467,HK76,HK0000219144
Southeast Asia Properties and Finance,SOUTHEAST ASIA PROPS.& FIN.,K:SEAP,1982/6/10,937164,HK252,HK0252001307
Southwest Securities International Securities,SOUTHWEST SECS.INTL. SECS.,K:TANR,2002/1/30,15144J,HK812,BMG8301A1099
Spring Real Estate Investment Trust,SPRING REIT.TRUST,K:SREI,2013/12/5,93631L,HK1426,HK0000174232
Starlight Culture Entertainment Group,STARLIGHT CULTURE ENTERTAINMENT GROUP,K:KARC,1998/3/13,865731,HK1159,BMG5137Y1030
State Energy Group International Assets,STATE EN. GP. INTL. ASS.,K:TAK,1997/10/15,865759,HK918,BMG8508Q1050
Success Dragon International Holdings,SUCCESS DRAGON INTL.HDG.,K:IDEA,1994/10/17,140538,HK1182,BMG8551N1083
Sun Art Retail Group,SUN ART RETAIL GROUP,K:SARG,2011/7/27,77380U,HK6808,HK0000083920
Sun Hing Vision Group Holdings,SUN HING VISION GP.HDG.,K:SHVG,1999/5/25,691902,HK125,BMG8572F1005
Sunshine King Power Electronics Group,SUN.KING POWER ELTN.GP.,K:SKP,2010/10/13,70298D,HK580,KYG857AW1047
Sunwah Kingsway Capital Holdings,SUNWAH KINGSWAY CAP.HDG.,K:SWKC,2000/9/15,297030,HK188,BMG8587P1014
Ta Yang Group Holdings,TA YANG GROUP HOLDINGS,K:TAYA,2007/6/8,50607F,HK1991,KYG869171044
Tai Ping Carpets International,TAI PING CARPETS INTL.,K:TPIN,1988/6/1,930615,HK146,BMG8659F1068
Tai Sang Land Development,TAI SANG LAND DEV.,K:TSLD,1988/6/1,951700,HK89,HK0089000548
Tang Palace (China) Holdings,TANG PALACE (CHINA) HDG.,K:TPHL,2011/4/19,75716P,HK1181,KYG867001045
Tansh Global Food Group,TANSH GLOBAL FOOD GP.,K:XIAO,2012/7/4,77654L,HK3666,KYG8673P1063
TC Orient Lighting Holdings,TC ORIENT LIGHTING HDG.,K:TCIN,2006/6/23,36118P,HK515,KYG8706E1026
Technology Pro Technology Development,TECH PRO TECHNOLOGY DEV.,K:TCPR,2007/9/6,50993W,HK3823,KYG8729J1123
Telecom Service One Holdings,TELECOM SERVICE ONE HDG.,K:TSOH,2013/5/30,88709R,HK8145,KYG873111093
Termbray Industries International Holdings,TERMBRAY INDS.INTL.HDG.,K:TERM,1991/10/23,314067,HK93,BMG8760C1414
Tian Shan Development (Holding),TIAN SHAN DEV.(HLDG.),K:TSDH,2010/7/15,69713H,HK2118,KYG887201187
Tonking New Energy Group,TONKING NEW EN.GP.,K:JCHH,2013/11/21,93130Z,HK8326,KYG8918S1057
TOU Rong Chang Fu Group,TOU RONG CHANG FU GP.,K:WSCM,2002/11/13,26492C,HK850,KYG8978E1035
Travel Expert (Asia) Enterprises,TRAVEL EXPERT (AI.)ENTS.,K:TEAE,2011/9/30,77667T,HK1235,KYG9042P1081
TSE SUI Luen Jewellery International,TSE SUI LUEN JEWELR. INTL.,K:TSES,1987/6/30,702650,HK417,BMG911231519
U Banquet Group Holding,U BANQUET GROUP HOLDING,K:UBQG,2013/12/10,93659X,HK1483,KYG9159T1094
U-Right International Holdings,U-RIGHT INTL.HDG.,K:URGT,2000/11/13,297068,HK627,BMG9298R1887
Uni-Bio Science Group,UNI-BIO SCIENCE GROUP,K:NSPR,2001/11/12,14765E,HK690,KYG9198H1406
Union Asia Enterprise Holdings,UNION AI.ENTER.HDG.,K:PANO,2002/5/9,15484J,HK8173,KYG9347R1065
Universal Health International Group Holding,UNIVERSAL HLTH.INTL.GP. HLDG.,K:JTPH,2013/12/12,93641R,HK2211,KYG9302L1023
Universe International Financial Holdings,UNIVERSE INTL.FINL.HDG.,K:UNIV,1999/7/20,691907,HK1046,BMG928811790
Up Energy Development Group,UP ENERGY DEV.GROUP,K:LEUK,1992/12/2,316331,HK307,BMG9289C1257
Victory City International Holdings,VICTORY CITY INTL.HDG.,K:VICT,1996/5/13,865540,HK539,BMG9358Q1463
Vietnam Manufacturing and Export Processing (Holdings),VIETNAM MANUFACTURING & EXPT.PROC.(HDG.),K:VIET,2007/12/20,51380V,HK422,KYG936171019
Vision Fame International Holding,VISION FAME INTL.HLDG.,K:VFIH,2012/1/18,86636T,HK1315,KYG937641275
Wai Chun Group Holdings,WAI CHUN GROUP HOLDINGS,K:CHNT,1997/2/3,887802,HK1013,BMG9427H1016
Wai Chun Mining Industry Group,WAI CHUN MINING IND.GP.,K:NORI,1993/2/5,316603,HK660,KYG9420N1218
Wai Yuen Tong Medicine Holdings,WAI YUEN TONG MDCIN.HDG.,K:DALY,1997/10/31,871077,HK897,BMG9421Y2332
Wan Cheng Metal Packaged,WAN CHENG METAL PKG.,K:WCPM,2017/7/18,9111N2,HK8291,KYG942971014
Wanguo International Mining Group,WANGUO INTL.MNG.GP.,K:WIMG,2012/7/10,87305M,HK3939,KYG9430L1077
Win Win Way Construction Holdings,WIN WIN WAY CON. HDG.,K:WWWC,2017/7/17,9112KW,HK994,KYG972041043
Wing Lee Property Investments,WING LEE PROPERTY INVS.,K:WLPL,2013/3/19,88167U,HK864,BMG9705S1008
Winning Tower Group Holdings,WINNING TOWER GP. HDG.,K:WTGH,2017/6/30,9107R3,HK8362,KYG9722M1024
Wonderful Sky Financial Group Holdings,WONDERFUL SKY FINANCIAL GP.HDG.,K:WSFG,2012/3/30,86983U,HK1260,KYG9737K1094
Wong's International (Holdings),WONG'S INTL.(HOLDINGS),K:WONG,1983/12/19,945486,HK99,BMG9738G1078
Xinchen China Power Holdings,XINCHEN CHINA POWER HDG.,K:XCPH,2013/3/13,88167T,HK1148,KYG9830E1098
Xinhua News Media Holdings,XINHUA NEWS MEDIA HDG.,K:LOS,2003/7/25,27310T,HK309,KYG5699G1367
Xinyi Automobile Glass Enterprises,XINYI AUTOMOBILE GLSS. ENTS.,K:XNYI,2016/7/11,7571FX,HK8328,KYG9830W1096
Xiwang Special Steel Company,XIWANG SPECIAL STEEL CO.,K:XSPS,2012/2/23,86845M,HK1266,HK0000101367
YIP's Chemical Holdings,YIP'S CHEMICAL HDG.,K:YIPS,1991/8/22,314407,HK408,KYG9842Z1164
Yorkey Optical International (Cayman),YORKEY OPTC.INTL.(CYMN.),K:YOOP,2006/2/10,32743H,HK2788,KYG984571078
Yuan Heng Gas Holdings,YUAN HENG GAS HDG.,K:NGAI,1992/9/25,316140,HK332,BMG9877V1054
Yue Da Mining Holdings,YUE DA MINING HOLDINGS,K:YUDA,2001/11/29,14833T,HK629,KYG9877P1321
Yunbo Digital Synergy Gross,YUNBO DIGITAL SYNERGY GR,K:FLEX,2000/7/24,280047,HK8050,KYG9883M1078
Zhejiang United Inhs Group,ZHEJ.UTD.INHS.GP.,K:FRAS,2015/11/2,8697CC,HK8366,KYG9897T1067
Zhengye International Holdings Company,ZHENGYE INTL.HDG.CO.,K:ZHEN,2011/6/3,75567N,HK3363,BMG989231086
Zhong FA Zhan Holdings,ZHONG FA ZHAN HOLDINGS,K:NOBL,2007/4/17,50366H,HK475,KYG9897H1020
Zhong Hua International Holdings,ZHONG HUA INTL.HOLDINGS,K:ZHL,1997/10/13,865757,HK1064,BMG9890M1819
Zhuhai_hdg Investment Group,ZHUHAI_HDG.INV.GP.,K:ZHUK,1998/5/26,675437,HK908,BMG9895L1054
Zmfy Automobile Glass Services,ZMFY AUTMB.GLSS.SVS.,K:ZMFY,2013/9/3,86541G,HK8135,KYG9896X1088
China Daye Non-Ferrous Metals Mining,CHINA DAYE NON-FERROUS MTLS.MNG.,K:TEMF,1990/11/21,540756,HK661,BMG2125C1029
China Oil Gangran Energy Group Holdings,CHINA OIL GANGRAN EN.GP. HDG.,K:FAIS,2011/5/18,75983F,HK8132,KYG2162K1168
Common Splendor International Health Industry Group,COMMON SPLENDOR INTL. HLTH.IND.GP,K:ITCH,1990/9/10,540499,HK286,BMG2435N1039
Interactive Entertainment China Cultr Technology Investments,INTERACTIVE ENTM.CHIN. CULTR.TECH.INVS.,K:CTEC,2000/6/19,280036,HK8081,BMG4805P1142
Jinmao Hotel and Jinmao (China) Hotel Investments and Management,JINMAO HTL.AND JINMAO (CHINA) HTL.INVS.& MAN.,K:JNMA,2014/7/2,8909RK,HK6139,HK0000204385
Loudong General Nice Resources (China) Holdings,LOUDONG GEN.NICE RES. (CHINA) HDG.,K:PEA,1994/1/21,356998,HK988,BMG5713E1093
New Century Real Estate Investment Trust,NEW CENTURY REAL ESTATE INV.TST.,K:NCRE,2013/7/10,89375N,HK1275,HK0000154648
Zhejiang Tengy Environmental Technology Company 'H',ZHEJIANG TENGY ENV.TECH. CO.'H',K:ZTET,2015/10/12,9935EA,HK1527,CNE1000021Y6
Beijing Enterprises Medical and Health Industry Group,BEIJING ENTS.MED.& HLTH. IND.GP.,K:WSIN,2002/4/26,15438T,HK2389,KYG0957Q1082
Yangzhou Guangling District Taihe Rural MCFN 'H',YANGZHOU GUANGLING DST. TAIHE RUR.MCFN.'H',K:YZGD,2017/5/8,9066XV,HK8252,CNE100002FL7
Bel Global Resources Holdings,BEL GLOBAL RES.HOLDINGS,K:PEKI,1997/3/7,887946,HK761,BMG0966P1095
Boshiwa International Holdings,BOSHIWA INTL.HOLDINGS,K:BOI,2010/9/29,70164V,HK1698,KYG126231078
China Agrotech Holdings,CHINA AGROTECH HOLDINGS,K:CHAG,1999/11/25,691970,HK1073,KYG2106H1048
China Longevity Group Company,CHINA LONGEVITY GP.CO.,K:SIJI,2010/4/29,68684D,HK1863,KYG2133P1037
China Lumena New Materials,CHINA LUMENA NEW MATS.,K:LUME,2009/6/16,67584F,HK67,KYG2160B1005
China Solar Energy Holdings,CHINA SOLAR ENERGY HDG.,K:HWAK,1988/9/5,779536,HK155,BMG2111R1705
Daqing Dairy Holdings,DAQING DAIRY HOLDINGS,K:GDH,2010/10/28,70899E,HK1007,KYG2752L1023
DBA Telecommunication Asia Holdings,DBA TELECOMMUNICATION ASIA HDG.,K:DBAT,2006/5/11,35740K,HK3335,KYG269691088
Dynasty Fine Wines Group,DYNASTY FINE WINES GP.,K:DFWG,2005/1/26,29941E,HK828,KYG2950W1087
Flyke International Holdings,FLYKE INTERNATIONAL HDG.,K:FLYK,2010/3/29,69003N,HK1998,KYG3604K1022
Golden Shield Holdings (Industrial),GOLDEN SHLD.HDG.(INDL.),K:GSHI,2011/7/14,77327K,HK2123,BMG3959E1075
Han Tang International Holdings,HAN TANG INTL.HOLDINGS,K:PLRX,1999/6/8,691903,HK1187,BMG4384S1098
Mayer Holdings,MAYER HOLDINGS,K:MAYR,2004/6/21,29076Q,HK1116,KYG5906L1005
Qunxing Paper Holdings,QUNXING PAPER HOLDINGS,K:QNXG,2007/10/2,51077X,HK3868,KYG7329J1004
Real Gold Mining,REAL GOLD MINING,K:REAL,2009/2/23,54735T,HK246,KYG740991057
Rreef China Commercial Trust,RREEF CHINA COML.TRUST,K:RREE,2007/6/22,50655U,HK625,HK0625038465
Superb Summit International,SUPERB SUMMIT INTL.,K:TASH,2001/9/18,14580W,HK1228,KYG8587E1061
Zhongda International Holdings,ZHONGDA INTL.HDG.,K:ZGDA,2001/11/1,14739H,HK909,BMG9890D1083
Natural Dairy (New Zealand) Holdings,NATURAL DY.(NZ) HOLDINGS,K:LINH,2005/6/10,31147U,HK462,KYG6401U1085
China High Precision Automation Group,CHINA HI.PRECN.ATMTN.GP.,K:CHPA,2009/11/13,68248N,HK591,KYG211221091
Hengan International Group Detached,HENGAN INTL.GP. DETACHED,7715AF,2016/6/29,7715AF,HK1044,KYG4402L1510
AKM Industrial Company Nil Paid 06/03/17,AKM INDUSTRIAL CO. NIL PAID 06/03/17,K:AKIN,2017/2/22,9015MD,HK2940,HK0000329232
China Hkbridge Holdings Nil Paid 08/11/17,CHINA HKBRIDGE HOLDINGS NIL PAID 08/11/17,K:CHKH,2017/11/7,9141A6,HK2903,BMG2114X1175
China Polymetallic Mining Nil Paid 22/09/17,CHINA POLYMETALLIC MNG. NIL PAID 22/09/17,K:CPMR,2017/9/12,9140N6,HK2991,KYG215841183
Huisheng International Holdings Nil Paid 23/01/17,HUISHENG INTL.HOLDINGS NIL PAID 23/01/17,K:HUIS,2017/1/11,2787NL,HK2930,KYG4643W1151
Chinese Food and Beverage Group Nil Paid 17/11/16,CHINESE FOOD & BEVERAGE GP.NIL PAID 17/11/16,K:CSNF,2016/11/28,2554WL,HK8560,KYG2113R1450
Global Energy Resources International Group Nil Paid 04/05/17,GLOBAL EN.RES.INTL.GP. NIL PAID 04/05/17,K:GLBN,2017/4/20,9058EX,HK8579,BMG6674T1430
PCCW (Detached),PCCW (DETACHED),86967P,2012/3/15,86967P,NA,NA
PCCW (Detached),PCCW (DETACHED),86589E,2011/12/26,86589E,NA,NA
C C Land Holdings (Detached),C C LAND HDG. (DETACHED),87257C,2012/6/19,87257C,NA,NA
Champion Technology Holdings (Temp),CHAMPION TECHNOLOGY HOLDINGS (TEMP),K:CTTH,2017/10/26,91751R,HK2900,BMG2033C2937
China Jicheng Holdings (Temp),CHINA JICHENG HOLDINGS (TEMP),K:CJHT,2017/10/10,9169CJ,HK2999,KYG2163B1499
CK Hutchison Holdings (Detached),CK HUTCHISON HOLDINGS (DETACHED),95249T,2015/5/28,95249T,NA,NA
Enerchina Holdings (Temp),ENERCHINA HOLDINGS (TEMP),K:ENER,2017/11/7,9213MH,HK2902,BMG303921800
Kerry Prop (Detached),KERRY PROP (DETACHED),93669E,2013/11/28,93669E,NA,NA
Landing International Development (Cash),LANDING INTL.DEV. (CASH),96699Q,2015/6/22,96699Q,NA,NA
Landing International Development (Cash),LANDING INTL.DEV.(CASH),9057KT,2017/3/29,9057KT,NA,NA
Li and Fung (Detached),LI & FUNG (DETACHED),8937CC,2014/7/4,8937CC,NA,NA
Man Sang International (Detached),MAN SANG INTERNATIONAL (DETACHED),91419G,2014/10/7,91419G,NA,NA
Roma Group (Temp),ROMA GROUP (TEMP),K:RGPT,2017/10/19,9173RJ,HK8591,KYG7633U1711
SIS International Holdings (Detached),SIS INTL.HDG.(DETACHED),9277X2,2015/1/14,9277X2,NA,NA
South China Holdings Dummy,SOUTH CHINA HDG.DUMMY,2621PC,2016/9/27,2621PC,NA,NA
Swire Pacific 'A' (Detached),SWIRE PACIFIC 'A' (DETACHED),86661H,2012/1/5,86661H,NA,NA
Swire Pacific 'B',SWIRE PACIFIC 'B',K:SWPB,1973/5/1,930111,HK87,HK0087000532
TCL International Holdings (Detached),TCL INTL.HDG.(DETACHED),89672K,2013/8/6,89672K,NA,NA
Wheelock and Company (Dummy),WHEELOCK AND CO.(DUMMY),91609H,2017/9/22,91609H,NA,NA
Wing Lee Holdings (Detached),WING LEE HOLDINGS (DETACHED),88166Q,2013/3/5,88166Q,NA,NA
Dan Form Holdings Dummy Dividend in Specie,DAN FORM HOLDINGS DUMMY DIVIDEND IN SPECIE,9067QA,2017/4/28,9067QA,NA,NA
I-Cable Communications Distribution in Specie From Wharf,I-CABLE COMMS.DS.IN SPECIE FROM WHARF,9129H1,2017/8/28,9129H1,NA,NA
I-Cable Communications Distribution in Specie From Wheelock,I-CABLE COMMS.DS.IN SPECIE FROM WHEELOCK,9129H2,2017/8/28,9129H2,NA,NA
Hopewell Hong Kong Properties Limited,HOPEWELL HONG KONG PROPERTIES LTD,9521N6,2015/5/20,9521N6,NA,KYG4601A1058
Sinochem Hong Kong Holdings,SINOCHEM HONG KONG HDG.,41203E,2006/9/15,41203E,NA,NA
Founder (Hong Kong) Limited,FOUNDER (HK) LTD.,26381H,1995/12/21,26381H,NA,NA
Fubon Bank (Hong Kong),FUBON BANK (HONG KONG),K:IBOA,1993/11/8,314759,NA,HK0636030667
Hing Lee (Hong Kong),HING LEE (HK),67770J,2009/7/17,67770J,NA,BMG4589N1039
HSBC Holdings 100 (Hong Kong),HSBC HOLDINGS 100 (HKG),540997,1991/4/8,540997,NA,NA
Slater Walker Hong Kong,SLATER WALKER HONG KONG,929096,1973/1/1,929096,NA,NA
China Entertainment (Hong Kong Dollar),CHINA ENTM. (HK$),981793,1988/6/1,981793,NA,NA
Evergo International (Hong Kong) Merger 981810,EVERGO INTL. (HKG) MERGER 981810,944691,1983/8/16,944691,NA,NA
Hong Kong-TVB (Pre-Demerger),HK-TVB (PRE-DEMERGER),779666,-,779666,NA,NA
Hong Kong Resorts,HK. RESORTS,745284,1987/5/18,745284,NA,NA
Hong Kong Telephone Delisted 2/88 See 771005,HK.TELEPHONE DELISTED 2/88 SEE 771005,916605,1973/1/1,916605,NA,NA
Hsin Chong (Hong Kong) Delisted 06/05/92,HSIN CHONG (HKG) DELISTED 06/05/92,929608,1973/1/1,929608,NA,NA
MC Packaging Hong Kong,MC PACKAGING HK.,316246,1992/10/14,316246,NA,HK0751002293
Paliburg (Hong Kong) Merged With 356838,PALIBURG (HKG) MERGED WITH 356838,997114,1973/1/1,997114,NA,NA
Park Enterprises (Hong Kong),PARK ENTS. (HKG),771645,1988/6/1,771645,NA,NA
Video Technology (Hong Kong),VIDEO TECH (HKG),741953,1988/6/1,741953,NA,NA
Jardine International Motor (Hong Kong) (United States Dollar Bermuda Regular),JARDINE INTL.MOTOR (HKG) (US$ BERMUDA REG.),316096,1993/1/1,316096,NA,NA
Paul y International (Hong Kong) (Delisted 10/02/92),PAUL Y INTL. (HKG) (DELISTED 10/02/92),929973,1973/1/1,929973,NA,NA
China Netcom Group Corporation Hong Kong,CHINA NETCOM GP.CORP.HK.,K:CNET,2004/11/17,29744V,NA,HK0906028292
EU Yang Sang (Hong Kong),EU YANG SANG (HKG),K:EYSD,1992/8/19,316073,NA,NA
Island Peninsular Realty and Enterprises Hong Kong,ISL.PEN.REAL.&ENTS.HK.,952044,-,952044,H022,NA
Shaw Brothers Hong Kong,SHAW BROTHERS HK.,K:SHAW,1973/1/1,930248,NA,HK0080000489
Sime Darby Hong Kong,SIME DARBY HK.,K:SDHK,1986/1/7,701731,NA,HK0249001287
Kong Wah,KONG WAH,K:KONG,1992/1/28,315504,NA,BMG5308Z1032
Hip Shing Hong,HIP SHING HONG,779590,1988/6/1,779590,NA,NA
Kwong Sang Hong International,KWONG SANG HONG INTL.,K:KSHI,1988/6/1,981994,NA,BMG5329L1256
LEI Shing Hong,LEI SHING HONG,K:LEIS,1988/9/1,771547,NA,HK0238001223
NG Fung Hong,NG FUNG HONG,K:NGFU,1995/10/25,312661,NA,HK0318001580
Nirvana Asia,NIRVANA ASIA,K:NIVA,2014/12/17,92240H,HK1438,KYG652921076
Acrossasia,ACROSSASIA,K:AASI,2000/7/13,280043,HK8061,KYG007501102
Bracell,BRACELL,K:SATE,2010/12/8,72897J,HK1768,BMG1285D1083
Corgi International,CORGI INTERNATIONAL,51149V,2007/10/4,51149V,NA,NA
Shengjing Bank,SHENGJING BANK,9279TU,2015/1/15,9279TU,NA,NA
APEX Wealth Enterprises,APEX WEALTH ENTERPRISES,50963M,2007/8/16,50963M,NA,NA
ARA Asset Management,ARA ASSET MANAGEMENT,54444F,2008/11/28,54444F,NA,NA
Asia Insurance Company,ASIA INSURANCE COMPANY,51406K,2007/12/12,51406K,NA,NA
Aupu Group Holding,AUPU GROUP HOLDING,K:AUPU,2006/12/8,41429J,HK477,KYG063571007
Beijing Media 'H',BEIJING MEDIA 'H',54223E,2008/10/21,54223E,NA,NA
Belle International Holdings,BELLE INTERNATIONAL HDG.,K:BIHL,2007/5/23,50520M,HK1880,KYG097021045
Bloomage Biotechnology,BLOOMAGE BIOTECHNOLOGY,K:BLOM,2008/10/3,54104D,HK963,KYG1179M1078
Burlingame International Company,BURLINGAME INTL.CO.,26381E,1988/6/1,26381E,NA,NA
China Assets (Holdings),CHINA ASSETS (HDG.),K:CASS,1992/4/15,315572,HK170,HK0170000860
China Cosco Holdings Company,CHINA COSCO HOLDINGS CO.,32497T,2005/12/6,32497T,NA,NA
China Green Inc,CHINA GREEN INC,75692F,2011/4/4,75692F,NA,NA
China Natural Resources,CHINA NATURAL RESOURCES,53475K,2008/5/26,53475K,NA,NA
China Rare Earth Holdings,CHINA RARE EARTH HDG.,53721Q,2008/7/28,53721Q,NA,NA
Crosby Capital Partners,CROSBY CAPITAL PARTNERS,31293C,2005/6/27,31293C,NA,NA
Dongpeng Holdings,DONGPENG HOLDINGS,K:DPLC,2013/12/9,93328C,HK3386,KYG281741036
Dorsett Hospitality International,DORSETT HOSPLTY.INTL.,K:KOH,2010/10/11,70261Q,NA,KYG2901D1007
Econtext Asia,ECONTEXT ASIA,K:ECAS,2013/12/19,93670Q,HK1390,HK0000174810
Goldin Properties Holdings,GOLDIN PROPERTIES HDG.,K:CAPA,1988/6/1,771563,HK283,HK0283012463
Gome Electrical Appliances Holding,GOME ELECT. APP. HLDG.,53551X,2008/6/16,53551X,NA,NA
Greencool Technology Holding,GREENCOOL TECH.HLDG.,32856X,2006/2/22,32856X,NA,NA
Hopefluent Group Holdings,HOPEFLUENT GROUP HDG.,53499X,2008/6/2,53499X,NA,NA
HSBC China Fund,HSBC CHINA FUND,K:HSCF,1992/6/18,315761,HK504,KYG4634P1375
Huaneng Renewables Corporation Limited,HUANENG RENEWABLES CORP LTD,87486P,2012/8/30,87486P,NA,NA
Hutchison Whampoa,HUTCHISON WHAMPOA,K:HUTI,1973/1/1,929688,HK13,HK0013000119
ING Beijing Investment,ING BEIJING INVESTMENT,31587M,2005/8/22,31587M,NA,HK1062002493
Kowloon Canton Railway Corporation,KOWLOON CANTON RAILWAY CORP,87474X,2012/8/27,87474X,NA,NA
Launch Technology 'H',LAUNCH TECH 'H',53709F,2008/7/24,53709F,NA,NA
Man Yue International Holdings,MAN YUE INTL.HDG.,32543T,2005/12/13,32543T,NA,NA
Peak Sport Products,PEAK SPORT PRODUCTS,K:PKSP,2009/9/29,67995P,HK1968,KYG695991011
Shanghai Electric Group Company,SHANGHAI ELECTRIC GP.CO.,32497P,2005/12/6,32497P,NA,NA
Shanghai International Shanghai Growth,SHANGHAI INTL. SHAI. GW.,53543U,2008/6/12,53543U,NA,NA
Yingde Gases Group,YINGDE GASES GROUP,K:YGGC,2009/10/8,68040J,HK2168,KYG984301047
Bocom International Holdings Company Limited,BOCOM INTERNATIONAL HOLDINGS CO LTD,9101KK,2017/5/18,9101KK,NA,NA
China Metal International Holdings,CHINA METAL INTL.HDG.,K:CMIH,2004/12/31,299693,HK319,KYG2110X1034
Chinalco Mining Corporation International,CHINALCO MNG.CORP.INTL.,K:CMCI,2013/1/31,88043H,HK3668,KYG211291045
Intime Retail (GRP) Company,INTIME RETAIL (GRP.)CO.,K:INTD,2007/3/20,50262L,HK1833,KYG4922U1031
New World China Land,NEW WORLD CHINA LD.,K:NWCW,1999/7/16,691639,HK917,KYG6493A1013
Ore Mining Wah Pawnshop Credit Limited,OI WAH PAWNSHOP CREDIT LTD,8701CP,2015/10/28,8701CP,NA,NA
Shanghai Fudan Zhangjiang Biopharmaceutical 'H',SHANGHAI FUD. ZHGJG. BIOPHM. 'H',54343E,2008/11/11,54343E,NA,NA
Shenzhen Mingwah Aohan High Technology,SHENZHEN MINGWAH AOHAN HIGH TECHNOLOGY,36277F,2006/7/18,36277F,NA,NA
Shenzhen NNK Net Technology Limited,SHENZHEN NNK NET TECHNOLOGY LTD,8949RJ,2016/2/29,8949RJ,NA,NA
TCL Communication Technology Holdings,TCL COMM.TECH.HDG.,K:TCLC,2004/9/27,29513M,HK2618,KYG870161463
Applied Electronics,APPLIED ELTN.,741297,1988/1/4,741297,NA,NA
Arcontech,ARCONTECH,K:ARTE,2000/8/16,297024,NA,KYG0456J1004
Atlas Industries,ATLAS INDS.,981798,1983/4/15,981798,NA,NA
Baltrans,BALTRANS,K:BALT,1992/5/1,315665,HK562,BMG0717C1001
Capital Corporation,CAPITAL CORP.,749868,1987/2/12,749868,NA,NA
Carrian Investments,CARRIAN INVS.,930158,1973/3/12,930158,NA,NA
Chasia,CHASIA,749900,-,749900,H107,NA
China Underwrite,CHINA UNDERWRITE,981809,-,981809,NA,NA
Codebank,CODEBANK,K:COBK,2001/12/21,14890K,NA,HK8162010821
Cosway,COSWAY,K:BERJ,1988/6/1,771565,NA,HK0288009266
Dickson Concepts,DICKSON CONCEPTS,537795,-,537795,NA,NA
Elders Investment,ELDERS INV.,756961,1988/6/1,756961,NA,NA
General Electronics,GENERAL ELTN.,771027,1987/8/12,771027,NA,NA
Gilbert,GILBERT,K:GILB,1995/10/12,865029,NA,BMG3864K1071
