Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Solid State System,SOLID STATE SYSTEM,TW:SOL,2007/12/24,30726P,T3259,TW0003259008
Solidwizard Technology,SOLIDWIZARD TECHNOLOGY,TW:SWL,2011/3/25,774514,T8416,TW0008416009
Solomon Technology,SOLOMON TECHNOLOGY,TW:STC,1996/12/19,887688,T2359,TW0002359007
Solteam Electronics,SOLTEAM ELECTRONICS,TW:SLE,2007/11/9,36176V,T3484,TW0003484002
Solytech Enterprise,SOLYTECH ENTERPRISE,TW:SIC,1999/4/20,691436,T1471,TW0001471001
Somnics,SOMNICS,TW:SOM,2017/5/9,9069KH,T6633,TW0006633001
Song Ho Industrial,SONG HO INDUSTRIAL,TW:SHO,2001/3/5,256957,T5016,TW0005016000
Song Shang Electronics,SONG SHANG ELTN.,TW:KBE,2002/2/19,15210X,T6156,TW0006156003
Sonix Technology,SONIX TECHNOLOGY,TW:SON,2000/11/27,280697,T5471,TW0005471007
Soonest Express,SOONEST EXPRESS,TW:SOO,2014/11/26,9213WY,T2643,TW0002643004
Southeast Cement,SOUTHEAST CEMENT,TW:SEC,1994/10/24,140608,T1110,TW0001110005
Speed Technology,SPEED TECHNOLOGY,TW:SPE,2000/9/29,265706,T5457,TW0005457006
Spirox,SPIROX,TW:SPX,2002/12/12,26603J,T3055,TW0003055000
Sporton International,SPORTON INTL.,TW:SPR,2002/1/23,15130T,T6146,TW0006146004
Saint Shine Optical,ST SHINE OPTICAL,TW:SSL,2004/3/30,28747J,T1565,TW0001565000
Star Comgistic Capital,STAR COMGISTIC CAPITAL,TW:STA,2010/6/21,69588T,T4930,TW0004930003
Stark Technology,STARK TECHNOLOGY,TW:SKC,2000/1/4,280139,T2480,TW0002480001
STL Technology,STL TECHNOLOGY,TW:STN,2017/4/27,9068MU,T4931,TW0004931001
Subtron Technology,SUBTRON TECHNOLOGY,TW:SUB,2007/11/5,51371M,T8179,TW0008179003
Sumagh High Technology,SUMAGH HIGH TECH,TW:SMT,1998/5/4,675402,T1475,TW0001475002
Sumeeko Industries,SUMEEKO INDUSTRIES,TW:SKE,2011/11/1,77849Q,T2066,TW0002066008
Sun Yad Technology,SUN YAD TECH.,TW:SYP,1992/10/14,316004,T1316,TW0001316008
Sunf Pu Technology,SUNF PU TECHNOLOGY,TW:SPT,2001/3/12,257008,T5488,TW0005488001
Sunfar Computer,SUNFAR COMPUTER,TW:SCC,2002/2/18,15206H,T6154,TW0006154008
Sunflex Technology,SUNFLEX TECHNOLOGY,TW:SFX,2006/2/22,31196J,T3390,TW0003390001
Sunfon Construction,SUNFON CONSTRUCTION,TW:SUN,1998/12/30,675924,T5514,TW0005514004
Sunjuice Holdings,SUNJUICE HOLDINGS,TW:SJC,2012/9/5,87504P,T1256,KYG858681003
Sunko Ink,SUNKO INK,TW:SKI,1996/5/16,865593,T1721,TW0001721009
Sunmax Biotechnology,SUNMAX BIOTECHNOLOGY,TW:SMX,2010/1/25,68877C,T4728,TW0004728001
Sunplus Technology,SUNPLUS TECH.,TW:SUT,1997/9/8,896191,T2401,TW0002401007
Sunrex Technology,SUNREX TECHNOLOGY,TW:SUX,1999/1/25,691015,T2387,TW0002387008
Sunrise International Development,SUNRISE INTL.DEV.,TW:SID,2014/10/22,9146LM,T2720,TW0002720000
Sunspring Metal,SUNSPRING METAL,TW:SNS,2007/11/16,41467T,T2062,TW0002062007
Sunty Development,SUNTY DEV.,TW:OBC,2004/10/18,29528X,T3266,TW0003266003
Super Dragon Technology,SUPER DRAGON TECHNOLOGY,TW:SDT,2003/12/30,28265U,T9955,TW0009955005
Superalloy Industrial,SUPERALLOY INDUSTRIAL,TW:SUP,2006/10/26,41290M,T1563,TW0001563005
Supreme Electronics,SUPREME ELECTRONICS,TW:SUM,2004/2/9,28466U,T8112,TW0008112004
Swancor Holding,SWANCOR HOLDING,TW:SWC,2009/1/15,51616E,T3708,TW0003708004
Swissray Global Healthcare,SWISSRAY GLOBAL HLTHCR.,TW:SRG,2013/11/8,93001E,T4198,TW0004198007
Syncmold Enterprise Corporation,SYNCMOLD ENTER.CORP.,TW:SCM,2007/1/11,35645C,T1582,TW0001582005
Syncore Biotechnology,SYNCORE BIOTECHNOLOGY,TW:SYO,2013/8/29,89729N,T4192,TW0004192000
Syngen Biotechnology,SYNGEN BIOTECH,TW:SYB,2014/11/14,30742U,T8279,TW0008279001
Synmosa Biopharma,SYNMOSA BIOPHARMA,TW:SBC,2003/5/12,27027T,T4114,TW0004114004
Syntek Semiconductor,SYNTEK SEMICON.,TW:SYN,1996/1/4,314044,T5302,TW0005302004
Sysage Technology,SYSAGE TECH.,TW:SGT,2001/8/8,14417Q,T6112,TW0006112006
Syscom Computer Engineering,SYSCOM CMP.ENGR.,TW:SCE,2001/5/22,263946,T2453,TW0002453008
Sysgration,SYSGRATION,TW:SYG,1996/3/18,887828,T5309,TW0005309009
Systex,SYSTEX,TW:SYW,2003/1/6,26659N,T6214,TW0006214000
T3EX Global Holdings,T3EX GLOBAL HOLDINGS,TW:THG,2009/3/31,50973N,T2636,TW0002636008
Ta Ching Securities,TA CHING SECURITIES,TW:TAU,2003/4/21,26981K,T6021,TW0006021009
Ta Jiang Development,TA JIANG DEVELOPMENT,TW:TJG,1993/4/22,317060,T1453,TW0001453009
Ta Yih Industrial,TA YIH INDUSTRIAL,TW:TYL,1997/10/6,896250,T1521,TW0001521003
Ta-I Technology,TA-I TECHNOLOGY,TW:TAK,1999/9/20,691767,T2478,TW0002478005
Ta-Yuan Cogeneration,TA-YUAN COGENERATION,TW:TYU,2001/5/10,263120,T8931,TW0008931007
Tacbright Optronics,TACBRIGHT OPTRONICS,TW:TBG,2013/11/12,93051U,T6434,TW0006434004
Tachan Securities,TACHAN SECURITIES,TW:THN,2003/1/23,26720H,T6020,TW0006020001
Tahhsin Industrial,TAHHSIN INDUSTRIAL,TW:THI,1992/5/11,315702,T1315,TW0001315000
Tai Roun Products,TAI ROUN PRODUCTS,TW:TRP,1991/11/21,315083,T1220,TW0001220002
Tai Tung Communication,TAI TUNG COMM.,TW:TTG,2010/1/26,257202,T8011,TW0008011008
Tai Twun Enterprise,TAI TWUN ENTERPRISE,TW:TWU,2010/12/30,69232H,T3432,TW0003432001
Tai-Saw Technology,TAI-SAW TECH.,TW:IWT,2006/2/22,30866L,T3221,TW0003221008
Taichung Commercial Bank,TAICHUNG COMMERCIAL BANK,TW:TBB,1989/7/3,777135,T2812,TW0002812005
Taidoc Technology,TAIDOC TECHNOLOGY,TW:DOC,2010/12/1,54210T,T4736,TW0004736004
Taiflex Scientific,TAIFLEX SCIENTIFIC,TW:TXS,2003/12/19,28238C,T8039,TW0008039009
Taigen Biopharmaceuticals Holdings,TAIGEN BIOPH.HDG.,TW:TBH,2013/8/30,89745V,T4157,KYG866171005
Taihan Precision Technology,TAIHAN PRECISION TECH.,TW:THP,2007/11/2,35923X,T1336,TW0001336006
Tailyn Communication,TAILYN COMM.,TW:TLN,1998/5/18,675426,T5353,TW0005353007
Taimide Technology,TAIMIDE TECH,TW:TTQ,2010/9/16,77451J,T3645,TW0003645008
Taiming Assurance Broker,TAIMING ASSURANCE BROKER,TW:TBR,2013/11/21,93312X,T5878,TW0005878003
Tainan Enterprises,TAINAN ENTERPRISES,TW:TNE,1999/4/15,691412,T1473,TW0001473007
Tainan Spinning,TAINAN SPINNING,TW:TNN,1989/10/3,540313,T1440,TW0001440006
Tainergy Technology,TAINERGY TECH,TW:TNY,2010/3/10,69328T,T4934,TW0004934005
Tainet Communication System,TAINET COMMUNICATION SY.,TW:TNS,2001/12/7,14855J,T4905,TW0004905005
Taipei Star Bank,TAIPEI STAR BANK,TW:FCU,2007/12/3,51521P,T5863,TW0005863005
Taisol Electronics,TAISOL ELTN.,TW:TSO,2004/6/18,29072V,T3338,TW0003338000
Taisun Enterprise,TAISUN ENTER.,TW:TAY,1989/11/10,540310,T1218,TW0001218006
Taita Chemical,TAITA CHEMICAL,TW:TCH,1989/7/3,777898,T1309,TW0001309003
Taitien Electronics,TAITIEN ELECTRONICS,TW:TTN,2008/4/24,30743C,T8289,TW0008289000
Taiyen Biotechnology,TAIYEN BIOTECH,TW:TWW,2003/11/18,28036Q,T1737,TW0001737005
Taliang Technology,TALIANG TECHNOLOGY,TW:TLL,2004/4/23,30865R,T3167,TW0003167003
Taroko,TAROKO,TW:TTE,1989/7/3,777144,T1432,TW0001432003
Tatung,TATUNG,TW:TAT,1987/9/8,756131,T2371,TW0002371002
Tatung System Technologies,TATUNG SYSTEM TECHS.,TW:TTS,2004/3/29,28737E,T8099,TW0008099003
Tayih LUN An,TAYIH LUN AN,TW:KNT,2005/11/15,32332Q,T8107,TW0008107004
TBI Motion Technology,TBI MOTION TECHNOLOGY,TW:TBM,2014/11/19,91732U,T4540,TW0004540000
TCI,TCI,TW:TZI,2012/2/15,86830H,T8436,TW0008436007
TCM Biotechnology International,TCM BIOTECH INTL.,TW:TCJ,2012/5/7,87111P,T4169,TW0004169008
TE Chang Construction,TE CHANG CONSTRUCTION,TW:TCC,1998/12/9,675837,T5511,TW0005511000
Team Group,TEAM GROUP,TW:TGI,2010/10/13,774494,T4967,TW0004967005
Teapo Electronic,TEAPO ELECTRONIC,TW:TLC,1998/8/31,675634,T2375,TW0002375003
Teco Electric and Machinery,TECO ELEC.& MACHINERY,TW:TEE,1987/9/11,756132,T1504,TW0001504009
Teco Image Systems,TECO IMAGE SYS.,TW:TIZ,2000/6/19,280950,T5438,TW0005438006
Tecom,TECOM,TW:TCL,1991/11/8,315056,T2321,TW0002321007
Tehmag Foods,TEHMAG FOODS,TW:TEF,2014/2/25,8743ZW,T1264,TW0001264000
Tekom Technologies,TEKOM TECHNOLOGIES,TW:TMG,2004/1/13,28330T,T6294,TW0006294002
Ten Ren Tea,TEN REN TEA,TW:TRT,1997/3/18,889568,T1233,TW0001233005
Tera Autotech,TERA AUTOTECH,TW:TRA,2003/3/12,26873T,T6234,TW0006234008
Test Research,TEST RESEARCH,TW:TST,2001/3/21,257147,T3030,TW0003030003
Test Rite International,TEST RITE INTERNATIONAL,TW:TRI,1993/2/18,316660,T2908,TW0002908001
Tex Year Industries,TEX YEAR INDUSTRIES,TW:TEX,2001/3/16,257096,T4720,TW0004720008
Tex-Ray Industrial,TEX-RAY INDUSTRIAL,TW:NAW,1998/12/21,675902,T1467,TW0001467009
The Eslite Spectrum,THE ESLITE SPECTRUM,TW:ESL,2012/3/27,87000R,T2926,TW0002926003
Thermaltake Technology,THERMALTAKE TECHNOLOGY,TW:THY,2007/12/12,41667W,T3540,TW0003540001
Thinflex,THINFLEX,TW:THF,2004/12/24,29850U,T3144,TW0003144002
Thinking Electronic Industrial,THINKING ELT.INDUSTRIAL,TW:TEI,1999/3/4,691206,T2428,TW0002428000
Thintech Materials Technology,THINTECH MATERIALS TECH.,TW:TMX,2011/2/25,77449H,T3663,TW0003663001
Thunder Tiger,THUNDER TIGER,TW:THR,2005/1/19,29966V,T8033,TW0008033002
Thye Ming Industrial,THYE MING INDL.,TW:TMI,1996/11/6,887818,T9927,TW0009927004
Tidehold Development,TIDEHOLD DEVELOPMENT,TW:TAM,1989/7/3,777140,T9902,TW0009902007
Tienpin United Enterprise,TIENPIN UNITED ENTERPRISE,TW:DSI,2002/11/4,26464E,T6199,TW0006199003
Ting sin,TING SIN,TW:MAG,1996/12/18,887639,T2358,TW0002358009
TMP Steel Corporation,TMP STEEL CORPORATION,TW:TMP,2003/9/3,27472Q,T6248,TW0006248008
TNC Industrial,TNC INDUSTRIAL,TW:TNC,1995/3/30,141049,T1724,TW0001724003
Ton Yi Industrial,TON YI INDUSTRIAL,TW:TYI,1991/1/29,530626,T9907,TW0009907006
Tong Ming Enterprise,TONG MING ENTERPRISE,TW:TIG,2013/12/16,91407L,T5538,KYG8919A1031
Tong Yang Industry,TONG YANG IND.,TW:TOY,1994/12/12,140774,T1319,TW0001319002
Tonlin Department Store,TONLIN DEPARTMENT STORE,TW:TDS,1996/12/30,887756,T2910,TW0002910007
Tons Lightology,TONS LIGHTOLOGY,TW:TLG,2011/2/25,77450L,T4972,TW0004972005
Top High Image,TOP HIGH IMAGE,TW:TOH,2005/3/22,30374P,T3284,TW0003284006
Top Union Electronics,TOP UNION ELECTRONICS,TW:TUE,2004/4/29,28897Q,T6266,TW0006266000
Topbi International,TOPBI INTERNATIONAL,TW:TPB,2013/12/30,8681WX,T2929,KYG8922A1085
Topco Scientific,TOPCO SCIENTIFIC,TW:TCO,2000/5/24,280861,T5434,TW0005434005
Topco Technologies,TOPCO TECHNOLOGIES,TW:TTH,2006/2/22,31193Q,T3388,TW0003388005
Topgreen Technology,TOPGREEN TECHNOLOGY,TW:TGT,2007/5/2,50973L,T1585,TW0001585008
Topkey,TOPKEY,TW:TOK,2011/10/20,77818N,T4536,TW0004536008
Topoint Technology,TOPOINT TECHNOLOGY,TW:PTE,2004/12/21,29843L,T8021,TW0008021007
Topower,TOPOWER,TW:TCW,2004/6/16,28973P,T3226,TW0003226007
Toungloong Textile Manufacturing,TOUNGLOONG TEX.MNFG.,TW:TLT,1996/5/9,887808,T4401,TW0004401005
TPK Holding,TPK HOLDING,TW:TPK,2010/10/29,72418T,T3673,KYG898431096
Tradetool Auto,TRADETOOL AUTO,TW:TJP,2010/12/8,72885F,T3685,TW0003685004
Transcend Information,TRANSCEND INFO.,TW:TCI,2001/5/3,263068,T2451,TW0002451002
Transcom,TRANSCOM,TW:TRK,2012/12/19,87937Q,T5222,TW0005222004
Transtouch Technology,TRANSTOUCH TECHNOLOGY,TW:STO,2010/4/28,53641U,T3623,TW0003623005
Tri Ocean Textile,TRI OCEAN TEXTILE,TW:TRO,1999/1/15,675986,T1472,TW0001472009
Trinity Precision Technology,TRINITY PRECISION TECH.,TW:TRM,2003/3/31,26924T,T4534,TW0004534003
Truelight,TRUELIGHT,TW:TRL,2011/3/24,30710P,T3234,TW0003234001
Tsang Yow Industrial,TSANG YOW INDL.,TW:TSA,2004/6/21,29101W,T1568,TW0001568004
Tsann Kuen Enterprise,TSANN KUEN ENTERPRISE,TW:TSK,1997/5/7,890251,T2430,TW0002430006
Tsec,TSEC,TW:TEO,2014/9/19,9109N0,T6443,TW0006443005
TSH Biopharm,TSH BIOPHARM,TW:TSH,2011/6/16,77452H,T8432,TW0008432006
TSRC,TSRC,TW:TSR,1987/9/9,756130,T2103,TW0002103009
Ttet Union,TTET UNION,TW:TTU,1996/2/9,865355,T1232,TW0001232007
TTFB,TTFB,TW:TFB,2011/9/16,77638K,T2729,TW0002729001
TTY Biopharm,TTY BIOPHARM,TW:TTY,2001/9/27,146479,T4105,TW0004105002
TUL,TUL,TW:CPH,2002/3/11,15284U,T6150,TW0006150006
Tung Ho Textile,TUNG HO TEXTILE,TW:DHT,1989/7/3,777083,T1414,TW0001414001
Tung Thih Electronic,TUNG THIH ELECTRONIC,TW:TNT,2009/1/7,54514C,T3552,TW0003552006
Turvo International,TURVO INTERNATIONAL,TW:TIL,2010/10/25,77450M,T2233,TW0002233004
TWI Biotechnology,TWI BIOTECHNOLOGY,TW:IOB,2016/12/27,2813PG,T6610,TW0006610009
TWI Pharmaceuticals,TWI PHARMACEUTICALS,TW:TPW,2012/11/5,87798R,T4180,TW0004180005
Twoway Communications,TWOWAY COMMUNICATIONS,TW:TW0,2017/5/22,51561H,T8045,TW0008045006
TXC,TXC,TW:TXC,2001/3/19,257119,T3042,TW0003042008
TYC Brother Industrial,TYC BROTHER INDUSTRIAL,TW:TBI,1997/10/6,896248,T1522,TW0001522001
Tycoons Group Enterprise,TYCOONS GP.ENTER.,TW:TYG,1995/3/27,141099,T2022,TW0002022001
Tynsolar,TYNSOLAR,TW:TLR,2008/6/17,50895H,T3562,TW0003562005
Tyntek,TYNTEK,TW:TTC,1998/11/25,675804,T2426,TW0002426004
TZE Shin International,TZE SHIN INTERNATIONAL,TW:TZE,1993/10/28,317829,T2611,TW0002611001
U-Media Communications,U-MEDIA COMMUNICATIONS,TW:UME,2014/9/24,9110AU,T6470,TW0006470008
U-Technology Media,U-TECH MEDIA,TW:UTI,2002/10/29,26437J,T3050,TW0003050001
Ubright Optronics,UBRIGHT OPTRONICS,TW:UBO,2010/5/4,69880U,T4933,TW0004933007
Ude,UDE,TW:UDE,2010/12/16,77449W,T3689,TW0003689006
UDN Com,UDN COM,TW:UDN,2006/9/6,41611W,T3505,TW0003505004
Ultra Chip,ULTRA CHIP,TW:UTR,2003/12/11,30384H,T3141,TW0003141008
Unic Technology,UNIC TECHNOLOGY,TW:HET,2000/10/2,265705,T5452,TW0005452007
Unicon Optical,UNICON OPTICAL,TW:UOL,2010/9/15,77450J,T4150,TW0004150008
Uniform Industrial,UNIFORM INDUSTRIAL,TW:UFI,1999/12/22,280118,T2482,TW0002482007
Unifosa,UNIFOSA,TW:UFA,2004/12/27,29885H,T8277,TW0008277005
Unimicron Technology,UNIMICRON TECHNOLOGY,TW:WWE,1998/12/9,675838,T3037,TW0003037008
Union Insurance,UNION INSURANCE,TW:UIN,1992/5/5,316090,T2816,TW0002816006
Uniplus Electronics,UNIPLUS ELECTRONICS,TW:UPE,1999/3/22,691283,T5381,TW0005381008
Unique Optical Industrial,UNIQUE OPTICAL INDL.,TW:UOT,2005/5/31,32172F,T3441,TW0003441002
Unitech Computer,UNITECH COMPUTER,TW:UEC,1998/2/26,675136,T2414,TW0002414000
Unitech Electronics,UNITECH ELECTRONICS,TW:UTE,2009/8/27,67880K,T3652,TW0003652004
United Alloy-Technology,UNITED ALLOY-TECH,TW:UAT,2005/10/3,30403R,T3162,TW0003162004
United Biopharma,UNITED BIOPHARMA,TW:UBI,2014/9/19,9109N1,T6471,TW0006471006
United Integrated Services,UNITED INTEG.SVS.,TW:UIS,1998/2/16,675084,T2404,TW0002404001
United Orthopedic,UNITED ORTHOPEDIC,TW:UOC,2004/9/29,29466X,T4129,TW0004129002
United Performance Materials,UNITED PERFORMANCE MATS.,TW:UPM,2012/12/27,879794,T4752,TW0004752001
United Radiant Technology,UNITED RADIANT TECH.,TW:URT,1997/1/1,887834,T5315,TW0005315006
Unitel High Technology,UNITEL HIGH TECHNOLOGY,TW:UTL,2010/1/4,69233C,T3642,TW0003642005
Unity Opto Technology,UNITY OPTO TECH.,TW:UPT,2002/2/19,15210V,T2499,TW0002499001
Univacco Technology,UNIVACCO TECHNOLOGY,TW:UCC,2007/5/28,28973Q,T3303,TW0003303004
Universal,UNIVERSAL,TW:UIC,1999/3/29,691350,T1325,TW0001325009
Universal Cement,UNIVERSAL CEMENT,TW:UCE,1988/7/19,777153,T1104,TW0001104008
Universal Microwave Technology,UNIVERSAL MCRWV.TECH.,TW:UNM,2008/1/3,41298V,T3491,TW0003491007
Universal Microelectronics,UNIVERSAL MICROELS.,TW:UMC,1998/10/28,675739,T2413,TW0002413002
Universal Textile,UNIVERSAL TEX.,TW:UT,1991/2/5,503461,T1445,TW0001445005
Universal Vision Biotechnology,UNIVERSAL VIS.BIOTECH.,TW:UNV,2004/11/29,29731X,T3218,TW0003218004
Unizyx Holding,UNIZYX HOLDING,TW:ZXC,1998/2/4,675034,T3704,TW0003704003
UPC Technology,UPC TECHNOLOGY,TW:UNI,1989/7/3,540311,T1313,TW0001313005
Userjoy Technology,USERJOY TECHNOLOGY,TW:UTC,2008/4/18,41510N,T3546,TW0003546008
USI,USI,TW:USI,1987/9/10,756133,T1304,TW0001304004
Usun Technology,USUN TECHNOLOGY,TW:USU,2007/9/11,35924D,T3498,TW0003498002
Utechzone,UTECHZONE,TW:UTZ,2007/12/27,31191K,T3455,TW0003455002
Uvat Technology,UVAT TECHNOLOGY,TW:UVA,2007/10/25,51394W,T3580,TW0003580007
VE Wong,VE WONG,TW:VEW,1987/9/11,756134,T1203,TW0001203008
Vectorite Biotechnology,VECTORITE BIOTECH,TW:VEK,2013/4/15,88301X,T4170,TW0004170006
Via Technologies,VIA TECHNOLOGIES,TW:VIT,1999/3/5,691207,T2388,TW0002388006
Victory Circuit,VICTORY CIRCUIT,TW:VIC,2001/3/29,257235,T6101,TW0006101009
Victory New Materials,VICTORY NEW MATERIALS,TW:VNM,2013/12/6,93673M,T1340,KYG935971054
Vigor Kobo,VIGOR KOBO,TW:VGK,2012/12/24,87957X,T2733,TW0002733003
Viking Technology,VIKING TECH,TW:VKT,2011/3/16,53676V,T3624,TW0003624003
Visual Photonics Epitaxy,VISUAL PHOTONICS EPITAXY,TW:VPH,2002/1/24,15136W,T2455,TW0002455003
Vivotek,VIVOTEK,TW:VIV,2006/7/25,31445U,T3454,TW0003454005
Voltronic Power Technology,VOLTRONIC POWER TECH.,TW:VPT,2013/1/8,88000E,T6409,TW0006409006
Wafer Works,WAFER WORKS,TW:WFR,2002/5/16,25518N,T6182,TW0006182009
Waffer Technology,WAFFER TECHNOLOGY,TW:WAF,2003/3/12,26873W,T6235,TW0006235005
Wah Hong Industrial,WAH HONG INDUSTRIAL,TW:WHI,2005/6/23,30383X,T8240,TW0008240003
Wah Lee Industrial,WAH LEE INDUSTRIAL,TW:WLI,2000/9/19,264783,T3010,TW0003010005
Walton Advanced Engineering,WALTON ADVANCED ENGR.,TW:WAE,2006/8/23,36125X,T8110,TW0008110008
Walton Chaintech,WALTON CHAINTECH,TW:CCM,1998/2/4,675069,T2425,TW0002425006
Wan Hai Lines,WAN HAI LINES,TW:WHL,1996/5/16,865596,T2615,TW0002615002
Wanhwa Enterprise,WANHWA ENTERPRISE,TW:WAN,1989/7/3,777154,T2701,TW0002701000
Wanshih Electronic,WANSHIH ELT.,TW:WEC,2002/1/8,14915R,T6134,TW0006134000
Waterland Financial Holdings,WATERLAND FINL.HDG.,TW:INT,1989/7/3,777096,T2889,TW0002889003
Ways Technical,WAYS TECHNICAL,TW:WYT,2007/10/17,36267D,T3508,TW0003508008
Wei Chuan Foods,WEI CHUAN FOODS,TW:WEI,1987/9/9,756136,T1201,TW0001201002
Weikeng Industrial,WEIKENG INDL.,TW:WKI,2000/10/31,297041,T3033,TW0003033007
Well Glory Development,WELL GLORY DEVELOPMENT,TW:TYA,1996/1/12,887881,T5529,TW0005529002
Well Shin Technology,WELL SHIN TECHNOLOGY,TW:WSC,2007/9/20,51025X,T3501,TW0003501003
Welldone,WELLDONE,TW:WDC,2002/4/16,15412P,T6170,TW0006170004
Wellpool,WELLPOOL,TW:WCL,2010/11/11,77452D,T8424,TW0008424003
Welltend Technology,WELLTEND TECHNOLOGY,TW:CRT,2000/9/20,265180,T3021,TW0003021002
Weltrend Semiconductor,WELTREND SEMICON.,TW:WSI,1997/1/9,887841,T2436,TW0002436003
Wha Yu Industrial,WHA YU INDUSTRIAL,TW:WYI,2006/5/12,31191N,T3419,TW0003419008
Wholetech System Hitech,WHOLETECH SYSTEM HITECH,TW:WSH,2007/1/9,31191Q,T3402,TW0003402004
Wieson Technologies,WIESON TECHNOLOGIES,TW:WIE,2002/12/24,51612C,T6272,TW0006272008
Winmate Communication,WINMATE COMMUNICATION,TW:WMT,2007/9/27,31191U,T3416,TW0003416004
Winson Machinery Casting,WINSON MACHINERY CASTING,TW:WMC,2012/5/28,87176E,T4538,TW0004538004
Winstek Semiconductor,WINSTEK SEMICONDUCTOR,TW:SCS,2005/8/2,30384D,T3265,TW0003265005
Wisdom Marine Lines,WISDOM MARINE LINES,TW:MAR,2010/12/1,725689,T2637,KYG9721M1033
Wisechip Semiconductor,WISECHIP SEMICONDUCTOR,TW:WSX,2011/8/29,77579W,T5245,TW0005245005
Wisher Industrial,WISHER INDUSTRIAL,TW:WIS,1997/9/8,896168,T1465,TW0001465003
Wistron Information Technology,WISTRON INFO TECH.,TW:WTR,2010/6/25,70752F,T4953,TW0004953005
Wistron Neweb,WISTRON NEWEB,TW:WNE,2003/9/22,27620X,T6285,TW0006285000
Wonderful Hi-Tech,WONDERFUL HI-TECH,TW:WWC,1998/2/4,675068,T6190,TW0006190002
Wowprime,WOWPRIME,TW:WCP,2011/4/29,77450R,T2727,TW0002727005
Warrant Microelectronics,WT MICROELECTRONICS,TW:WNM,2000/9/26,297036,T3036,TW0003036000
WUS Printed Circuit,WUS PRINTED CIRCUIT,TW:WUS,1991/2/5,314031,T2316,TW0002316007
WW-Ky Holding,WW-KY HLDG.,TW:WWK,2016/11/8,2722NP,T8442,KYG981151015
X Legend Entertainment,X LEGEND ENTERTAINMENT,TW:XLE,2010/12/24,77452U,T4994,TW0004994009
XAC Automation,XAC AUTOMATION,TW:XAC,2001/5/14,263158,T5490,TW0005490007
XIN Chio Global,XIN CHIO GLOBAL,TW:TRE,2004/9/17,29363M,T3171,TW0003171005
Xingbao International,XINGBAO INTERNATIONAL,TW:ADR,2002/3/26,15354D,T6130,TW0006130008
Xintec,XINTEC,TW:XTC,2004/9/8,31191L,T3374,TW0003374005
Xxentria Technology Materials,XXENTRIA TECH.MATERIALS,TW:XXT,2003/5/16,27043M,T8942,TW0008942004
Y-S Electronic,Y-S ELECTRONIC,TW:PMP,2012/12/28,879790,T6418,TW0006418007
Ya Horng Electronic,YA HORNG ELECTRONIC,TW:YAH,2002/12/27,26637M,T6201,TW0006201007
Yao I Fabric,YAO I FABRIC,TW:YAO,2011/6/9,69233W,T4430,TW0004430004
YC,YC,TW:YCC,2000/4/18,280427,T4306,TW0004306006
YC Inox,YC INOX,TW:YCI,1999/10/18,691845,T2034,TW0002034006
YCC Participations Manufacturing,YCC PARTS MANUFACTURING,TW:YPM,2011/4/12,77449K,T1339,TW0001339000
Yeashin International Development,YEASHIN INTL.DEVELOPMENT,TW:JMI,2003/4/24,26990D,T5213,TW0005213003
Yeh-Chiang Technology,YEH-CHIANG TECH.,TW:YCT,2002/3/19,15329E,T6124,TW0006124001
Yen Sun Technology,YEN SUN TECHNOLOGY,TW:YST,2004/12/23,29843E,T6275,TW0006275001
Yeou Yih Steel,YEOU YIH STEEL,TW:YYS,2006/7/10,36125W,T9962,TW0009962001
YFC-Boneagle Electric,YFC-BONEAGLE ELECTRIC,TW:YFC,2003/1/9,26675J,T6220,TW0006220007
Yi Jinn Industrial,YI JINN INDL.,TW:YJI,1994/10/20,141035,T1457,TW0001457000
Yieh Phui Enterprise,YIEH PHUI ENTERPRISE,TW:YPE,1995/7/28,313493,T2023,TW0002023009
Yieh United Steel,YIEH UNITED STEEL,TW:YUS,2003/1/3,32171L,T9957,TW0009957001
Yieh-Hsing Enterprise,YIEH-HSING ENTER.,TW:YIE,1989/7/3,500091,T2007,TW0002007002
Yield Microelectronics,YIELD MICROELECTRONICS,TW:YME,2014/10/23,9146LL,T6423,TW0006423007
Yoko International,YOKO INTERNATIONAL,TW:YTC,2001/12/28,14901R,T6131,TW0006131006
Yong Shun Chemical,YONG SHUN CHEMICAL,TW:YOC,1999/2/24,691153,T4711,TW0004711007
Yonyu Plastics,YONYU PLASTICS,TW:TOP,1996/7/17,887807,T1323,TW0001323004
Young Fast Optoelectronics,YOUNG FAST OPEL.,TW:YOU,2009/3/25,53637J,T3622,TW0003622007
Young Optics,YOUNG OPTICS,TW:YOI,2007/1/26,32772K,T3504,TW0003504007
Youngtek Electronics,YOUNGTEK ELTN.,TW:YER,2004/3/29,28737D,T6261,TW0006261001
Yuan Jen Enterprises,YUAN JEN ENTERPRISES,TW:YJE,1998/4/29,675394,T1725,TW0001725000
Yuanta Futures,YUANTA FUTURES,TW:PMG,2007/11/28,31239L,T6023,TW0006023005
Yufo Electronic,YUFO ELECTRONIC,TW:YEP,2002/12/5,26588K,T6194,TW0006194004
Yulon Motor,YULON MOTOR,TW:YUE,1987/9/9,756137,T2201,TW0002201001
Yung Tay Engineering,YUNG TAY ENGR.,TW:YUN,1989/11/9,540329,T1507,TW0001507002
