issuer,Idate,Fdate,ISIN,ticker,SIC
Fse Engineering Holdings Ltd,2015/12/9,2015/9/9,KYG3727N1088,331,8711
SFK Construction Holdings Ltd,2015/12/9,2015/9/8,BMG8059A1119,1447,1541
Clear Lift Holdings Ltd,2015/12/9,2015/11/30,,1341,1522
CRCC High-Tech Equip Corp,2015/12/9,2015/8/7,CNE1000023F1,1786,3531
Ten Pao Group Holdings Ltd,2015/12/10,2015/11/30,KYG876031090,1979,3679
Modern Dental Group Ltd,2015/12/10,2015/12/3,KYG618201092,3600,3843
Charmacy Pharmaceutical Co Ltd,2015/12/11,2015/9/7,CNE1000023D6,2289,5122
China Hengshi Foundation Co,2015/12/12,2015/12/3,KYG2118L1014,1197,2221
Yee Hop Holdings Ltd,2015/12/17,2015/12/7,KYG9836P1081,1662,1542
Feishang Non-metal Materials,2015/12/28,2015/9/24,KYG337641040,8331,1459
Yichang Hec Changjiang Pharm,2015/12/28,2015/9/29,CNE1000023R6,1558,2834
Sundart Holdings Ltd,2015/12/28,2015/5/4,VGG857251026,1568,1522
Perfect Grp Intl Hldg Ltd,2015/12/31,2015/9/18,KYG700671061,3326,3479
NNK Group Ltd,2016/1/6,2015/9/29,KYG654091076,3773,7375
Virscend Education Co Ltd,2016/1/8,2015/9/10,KYG936691024,1565,8211
Jujiang Constr Grp Co Ltd,2016/1/11,2015/9/16,,1459,1522
Sinco Pharms Hldg Ltd,2016/3/4,2015/9/30,,6833,5122
Union Medical Healthcare Ltd,2016/3/7,2015/11/5,KYG9320L1005,2138,8062
K.H. Group Holdings Ltd,2016/3/17,2016/3/7,,1557,1522
Smit Holdings Ltd,2016/3/29,2015/9/23,KYG824001054,2239,7382
Human Health Holdings Ltd,2016/3/31,2015/10/27,KYG4644Q1091,1419,8099
Nameson Holdings Ltd,2016/4/6,2015/10/8,KYG6362E1017,1982,2258
AP Rentals Holdings Ltd,2016/4/7,2015/12/17,KYG0501C1006,1496,7359
Huajin Intl Hldg Ltd,2016/4/14,2016/1/5,,2738,3312
Yadea Group Holdings Ltd,2016/5/16,2015/9/1,KYG9830F1063,1585,3751
Hang Sang (Siu Po) Intl Hldg,2016/5/17,2015/12/16,KYG4288S1066,3626,3552
BOC Aviation Ltd,2016/5/19,2015/10/19,,2588,7359
Chuan Holdings Ltd,2016/6/7,2016/4/19,,1420,1521
Li Bao Ge Group Ltd,2016/6/29,2015/9/25,,8102,5812
Ever Harvest Grp Hldg Ltd,2016/7/6,2016/3/9,KYG3227D1051,1549,4412
Yihai Intl Hldg Ltd,2016/7/7,2016/4/1,KYG984191075,1579,2099
China Logistics Ppty Hldg Co,2016/7/8,2016/3/30,KYG212091048,1589,4215
China Leon Inspection Hldg Ltd,2016/7/11,2016/2/4,KYG2163G1064,1586,1241
Plover Bay Technologies Ltd,2016/7/12,2016/3/18,KYG713321035,1523,4812
Vincent Medical Holdings Ltd,2016/7/12,2016/4/4,KYG9367D1025,1612,3841
China Unienergy Group Ltd,2016/7/12,2016/4/20,KYG212081064,1573,1221
Prosper Constr Hldg Ltd,2016/7/19,2016/3/31,,6816,1541
Xinhua Winshare Publishing &,2016/7/25,2013/1/16,CNE1000004B0,811,5942
Ausupreme Intl Hldg Ltd,2016/9/9,2015/12/4,KYG066021091,2031,5149
Crosstec Group Holdings Ltd,2016/9/9,2016/3/23,KYG257501034,3893,7389
Jacobson Pharma Corp Ltd,2016/9/14,2016/4/18,KYG677291067,2633,5912
Shun Wo Group Holdings Ltd,2016/9/27,2016/5/30,KYG811921090,1591,1799
Honma Golf Ltd,2016/9/29,2016/5/25,JP3854800004,6858,3949
Rici Healthcare Holdings Ltd,2016/9/30,2016/3/21,,1526,8062
Cherish Holdings Ltd,2016/9/30,2016/6/17,KYG2090D1016,2113,1794
Janco Holdings Ltd,2016/10/6,2016/4/27,,8035,4731
IBI Group Holdings Ltd,2016/10/13,2016/6/21,KYG469041019,1547,1799
Chong Kin Group Holdings Ltd,2016/10/14,2016/7/5,KYG2119N1060,1609,3272
China Resources Pharm Grp Ltd,2016/10/21,2016/10/17,HK0000311099,3320,2834
JNBY Design Ltd,2016/10/25,2016/7/6,KYG550441045,3306,2299
COFCO Meat Holdings Ltd,2016/10/26,2016/6/28,KYG226921008,1610,5147
Guangdong Kanghua Healthcare,2016/11/2,2016/7/14,,3689,8062
Datang Envi Ind Grp Co Ltd,2016/11/9,2015/9/4,,1272,3612
Gemilang International Ltd,2016/11/9,2016/7/22,,6163,3713
Zhou Hei Ya Intl Hldg Co Ltd,2016/11/10,2016/6/23,,1458,5311
Sheung Yue Group Holdings Ltd,2016/11/10,2016/6/28,,1633,1794
VPower Grp Intl Hldg Ltd,2016/11/18,2016/5/26,,1608,3621
Pantronics Holdings Ltd,2016/11/18,2016/4/27,,1611,3679
Guangdong Adway Constr (Grp),2016/11/24,2015/10/15,,6189,8712
Mengke Holdings Ltd,2016/11/24,2016/3/21,,1629,2111
Food Wise Holdings Ltd,2016/11/28,2016/6/21,,1632,5812
Progressive Path Grp Hldg Ltd,2016/12/7,2016/7/20,,1581,1542
Nanfang Commun Hldg Ltd,2016/12/9,2016/7/5,,1617,3357
Meitu Inc,2016/12/9,2016/8/22,,1357,7372
Hebei Yichen Industrial Grp,2016/12/16,2016/3/23,,1596,3493
Da Sen Holdings Group Ltd,2016/12/16,2016/4/20,,1580,5031
SH Group (Holdings) Ltd,2016/12/28,2016/8/12,,1637,8711
Golden Island(Holdings)Ltd,1991/1/8,1991/1/8,BMG926111052,674,5812
Golden Resources Dvlp Intl Ltd,1991/1/11,1991/1/11,,677,2044
Process Automation(Hldg)Ltd,1991/1/15,1991/1/15,BMG7248Q1289,679,3582
Team Concepts(Holdings)Ltd,1991/1/28,1991/1/28,BMG7829D1083,TCHH,3944
Ming Pao Enterprise Corp Ltd,1991/3/1,1991/3/1,,685,2711
Chee Shing Holdings,1991/3/12,1991/3/12,,CSHH,1541
Great Wall Electronic Int'l,1991/3/25,1991/3/25,,GWALY,3661
Frankie Dominion Intl Ltd,1991/5/7,1991/5/7,,704,2519
Giordano Holdings Ltd,1991/5/28,1991/5/28,,709,5611
Truly International,1991/6/11,1991/6/11,,TRULY,3571
Varitronix Intl Ltd,1991/6/11,1991/6/11,,710,3679
Harbour Ring Intl Hldg Ltd,1991/6/13,1991/6/13,BMG4285E1003,715,3942
Wo Kee Hong(Holdings)Ltd,1991/6/28,1991/6/28,,720,5064
Anex Intl Hldg Ltd,1991/7/2,1991/7/2,,723,5722
Lam Soon Food Inds Ltd,1991/7/3,1991/7/3,BMG5358B1138,728,5461
Hsin Chong Constr Grp Ltd,1991/7/24,1991/7/24,,404,1522
Yips Hang Cheung Holdings,1991/8/6,1991/8/6,,408,2869
Yau Lee Holdings Ltd,1991/8/8,1991/8/8,BMG9834K1018,406,1522
Orient Power Holdings Ltd,1991/8/16,1991/8/16,,615,3651
Leefung-Asco Printers Hldg Ltd,1991/9/3,1991/9/3,,623,2731
International Pipe Ltd(K Wah),1991/9/13,1991/9/13,XC0008855774,INPL/,3312
ABC Commun(Hldgs)Ltd,1991/9/17,1991/9/17,,30,4812
Innovative Intl(Hldg)ltd,1991/9/17,1991/9/17,,729,5013
Management Investment & Tech,1991/9/17,1991/9/17,BMG5774L1090,618,5063
Fairwood Holdings Ltd,1991/9/20,1991/9/20,,52,5812
Chen Hsong Holdings Ltd,1991/9/30,1991/9/30,,57,3599
Yiu Wing International Hldgs,1991/10/4,1991/10/4,BMG9843D1065,65,1521
Yanion Intl Hldg Ltd,1991/10/8,1991/10/8,BMG983291086,82,3652
Tak Sing Alliance Holdings Ltd,1991/10/14,1991/10/14,BMG8662E1049,126,5812
Double Kingdom Holdings Ltd,1991/10/25,1991/10/25,,DK,3663
Nam Pei Hong(Holdings)Ltd,1991/11/12,1991/11/12,BMG636131143,182,2834
Top Form International Ltd,1991/11/26,1991/11/26,,333,2342
Hanny Magnetics Holdings Ltd,1991/12/3,1991/12/3,BMG4279T1707,275,3572
Pak Fah Yeow International Ltd,1991/12/3,1991/12/3,,239,2833
S Megga Intl Hldgs Ltd,1991/12/10,1991/12/10,BMG8226F1005,261,4813
Silver Eagle Holdings Ltd,1992/1/7,1992/1/7,BMG2607Q1087,SLVE/,3577
Kong Wah Holdings,1992/1/13,1992/1/13,,359,3651
Shun Shing Holdings Ltd,1992/1/21,1992/1/21,,517,3731
Hoi Sing Holdings Ltd,1992/1/28,1992/1/28,BMG4975T1027,904,1629
Climax International Co Ltd,1992/2/25,1992/2/25,BMG2203K1099,439,5065
Hung Hing Printing Group Ltd,1992/2/27,1992/2/27,XC0008849132,450,2671
Same Time Holdings Ltd,1992/3/10,1992/3/10,BMG7782E1434,451,3672
Topstyle International Hldgs,1992/3/24,1992/3/24,KYG8943H1083,467,2331
Ocean Information Hldgs Ltd,1992/3/30,1992/3/30,BMG186891104,497,3571
Capital Automation Hldgs Ltd,1992/3/31,1992/3/31,,493,3577
BALtrans Holdings Ltd,1992/4/13,1992/4/13,,562,4731
Welback Holdings Ltd,1992/5/22,1992/5/22,BMG9525C1038,491,3944
Li & Fung Ltd,1992/6/9,1992/6/9,,494,5099
Yue Yuen Industrial(Hldg)Ltd,1992/6/16,1992/6/16,BMG988031024,551,3021
Mansion Holdings Ltd,1992/6/19,1992/6/19,BMG5796K1210,547,1796
China Merchants Hai Hong Hldgs,1992/6/30,1992/6/30,XC0008845585,144,2851
Texwinca Holdings Ltd,1992/7/20,1992/7/20,BMY861151215,321,2231
High Fashion International Ltd,1992/7/21,1992/7/21,,608,2331
Winton Holdings(Bermuda)Ltd,1992/7/28,1992/7/28,,510,7359
Indesen Industries Co Ltd,1992/8/3,1992/8/3,XC0008855741,351,3695
Champion Tech Hldg Ltd,1992/8/3,1992/8/3,,92,4812
Eu Yan Sang (Hong Kong) Ltd,1992/8/4,1992/8/4,XC0008855592,EUYS,2834
SiS International Holdings Ltd,1992/8/4,1992/8/4,,529,3577
Wai Kee Holdings Ltd,1992/8/13,1992/8/13,,610,1522
Chung Tai Printing Holdings,1992/8/24,1992/8/24,,55,2752
Pam & Frank Intl Hldgs Ltd,1992/9/1,1992/9/1,BMG6881K1099,431,5023
Goldlion Holdings Ltd,1992/9/2,1992/9/2,XC0008848985,533,2311
Ngai Lik Indl Hldg Ltd,1992/9/8,1992/9/8,BMG6503D1039,332,3651
Pico Far East Holdings Ltd,1992/9/14,1992/9/14,,PICO,2542
Sharp Brave Holdings,1992/9/15,1992/9/15,BMG110461024,SPBW,3679
Fortuna Intl Hldgs Ltd,1992/9/22,1992/9/22,BMG3641J1009,530,2085
MC Packaging(Hong Kong)Ltd,1992/9/22,1992/9/22,XC0008849819,751,3411
Shun Cheong Holdings Ltd,1992/9/22,1992/9/22,,650,1522
Tommy Hilfiger,1992/9/22,1992/9/22,,,2299
Perfectech Intl Hldg Ltd,1992/10/8,1992/10/8,,765,3999
City Chiu Chow(Holdings)Ltd,1992/10/17,1992/10/17,BMG2155T1080,657,5812
Four Seas Travel International,1992/10/18,1992/10/18,BMG3654F1106,755,4724
China Travel Intl Invest HK,1992/10/27,1992/10/27,XC0008882638,308,4725
Star Ent Intl Hldg Ltd,1992/10/27,1992/10/27,,326,7822
Lamex Holdings Ltd,1992/11/10,1992/11/10,,312,2599
Alco Holdings Ltd,1992/11/12,1992/11/12,,328,3651
Leung Kee Holdings Ltd,1992/11/16,1992/11/16,BMG5460K1421,307,1794
Le Saunda Holdings Ltd,1992/11/26,1992/11/26,,738,3144
Yaohan Food Processing & Trad,1992/12/3,1992/12/3,HK0060008015,YAOF,5142
Dickson Constr Intl Ltd,1992/12/18,1992/12/18,KYG275891037,313,1521
Prodn Art Tech(Hldg)Ltd,1992/12/18,1992/12/18,KYG8166R1149,SINOFO,3651
Leading Spirit(Holdings)Co Ltd,1992/12/31,1992/12/31,,606,3663
Group Sense(International)Ltd,1993/1/12,1993/1/12,,601,3679
AWT World Transport Group Ltd,1993/1/14,1993/1/14,,N/A,4731
Nority International Group Ltd,1993/1/18,1993/1/18,,660,3149
Chun Wo Holdings Ltd,1993/1/27,1993/1/27,,711,1522
Tack Hsin Holdings Ltd,1993/1/28,1993/1/28,,611,5812
Peace Mark(Holdings)Ltd,1993/2/2,1993/2/2,,304,3873
Denway Investment Ltd,1993/2/5,1993/2/5,HK0203001067,203,3714
Kosonic International Hldgs,1993/2/12,1993/2/12,,KOIN,3651
Starlite Holdings Ltd,1993/2/17,1993/2/17,,403,2752
Linkful International Holdings,1993/3/15,1993/3/15,BMG5495D1056,430,3325
KPI Co Ltd,1993/3/23,1993/3/23,XC0008949809,605,5999
World Houseware(Holdings)Ltd,1993/3/29,1993/3/29,,713,2392
New Island Printing Holdings,1993/3/30,1993/3/30,,377,2732
Wanon Intl Hldg Ltd,1993/3/30,1993/3/30,BMG9430H1060,371,3661
Golden Power Intl Hldg Ltd,1993/5/17,1993/5/17,BMG4616K1229,603,3674
Shangri-La Asia Ltd,1993/5/31,1993/5/31,,69,7011
Fortei Holdings Ltd,1993/6/22,1993/6/22,BMG363891075,79,3949
Singamas Container Holdings,1993/6/23,1993/6/23,HK0716002271,716,2655
CIL Holdings Ltd,1993/7/6,1993/7/6,,479,5065
Ultronics Intl Holdings Ltd,1993/7/12,1993/7/12,,ULNC,3823
Stone Electronic Tech Ltd,1993/7/30,1993/7/30,XC0008881432,409,3575
Four Seas Mercantile Hldgs Ltd,1993/8/10,1993/8/10,HK0008703743,374,2051
Yeebo(International Holdings),1993/8/17,1993/8/17,BMG9835B1000,YEEB,3873
Vincent Intertrans (Holdings),1993/8/24,1993/8/24,,563,4449
Companion Bldg Material(Hldg),1993/9/2,1993/9/2,BMG232711108,432,3253
Moulin Intl Hldgs Ltd,1993/9/15,1993/9/15,,389,3827
Guangzhou Shipyard Intl Co Ltd,1993/9/19,1993/9/19,,317,3731
Dah Hwa Intl(Hldg)Ltd,1993/9/21,1993/9/21,KYG2618K1085,600,3111
Kingboard Chemical Holdings,1993/9/22,1993/9/22,,148,3672
Oriental Watch Holdings Ltd,1993/9/24,1993/9/24,,398,5944
Recor Holdings Ltd,1993/9/27,1993/9/27,BMG7425K1009,397,3651
Mei Ah International,1993/9/30,1993/9/30,BMG5964A1119,MEIA,3999
Siu-Fung Ceramics Holdings,1993/10/12,1993/10/12,,SUIF,5084
Yaohan International Holdings,1993/10/14,1993/10/14,,700,7389
Yugang International Ltd,1993/10/21,1993/10/21,BMG9880B1046,613,5013
Ankor Group,1993/11/2,1993/11/2,BMG0389T1009,59,5012
Esprit Holdings Ltd,1993/11/23,1993/11/23,,330,2321
Kunming Machine Tool Co Ltd,1993/11/29,1993/11/29,,300,3541
GZITIC Hualing Holdings Ltd,1993/12/3,1993/12/3,HK0382001706,382,3639
Kunming Machine Tool Co Ltd,1993/12/7,1993/12/7,,300,3541
Arnhold Holdings Ltd,1993/12/17,1993/12/17,BMG0493Q1096,102,8711
Theme International Holdings,1994/1/10,1994/1/10,BMG8800F1041,990,5621
Albatronics (Far East) Co Ltd,1994/1/11,1994/1/11,,987,3679
Jusco Stores(Hong Kong) Co Ltd,1994/1/11,1994/1/11,XC0008941715,984,5311
Contrad Intl Hldg Ltd,1994/1/17,1994/1/17,,CONTR9,3663
Jusco Stores(Hong Kong) Co Ltd,1994/1/18,1994/1/18,XC0008941715,984,5311
Nam Hing Holdings Ltd,1994/1/19,1994/1/19,,986,3497
Legend Holdings Ltd,1994/1/25,1994/1/25,HK0992002417,992,3571
Van Shung Chong Hldgs Ltd,1994/1/26,1994/1/26,,1001,5051
Pricerite Group Ltd,1994/1/27,1994/1/27,,996,5712
Win Win Intl Hldg Ltd,1994/1/31,1994/1/31,BMG9719J1045,WINW,3552
Matrix Holdings Ltd,1994/2/1,1994/2/1,BMG5888V1000,MATX,3999
Rockapetta Holdings Ltd,1994/2/2,1994/2/2,,1003,3944
Chaifa Holdings Ltd,1994/2/28,1994/2/28,BMG2026H1016,139,2311
Cheung Tai Hong Holdings Ltd,1994/3/4,1994/3/4,,199,5084
Daiwa Associate Holdings Ltd,1994/3/24,1994/3/24,BMG2625R1043,1037,3679
Ngai Hing Hong Co Ltd,1994/4/8,1994/4/8,,1047,2821
United Pacific Industries Ltd,1994/4/11,1994/4/11,,176,3612
Rich City Pkg Hldg Ltd,1994/4/15,1994/4/15,BMG843761054,1051,1041
HB International Holdings Ltd,1994/4/26,1994/4/26,BMG8571C1082,1063,3663
Interform Ceramics Tech,1994/4/28,1994/4/28,BMG480631040,1060,3251
China Pharm Entrp & Invest,1994/6/2,1994/6/2,XC0008932912,1093,2834
Sinocan Holdings Ltd,1994/6/3,1994/6/3,,1095,3411
Egana International (Holdings),1994/6/8,1994/6/8,KYG2943Q1010,48,3873
Dah Bang (Holdings) Ltd,1994/7/1,1994/7/1,,DBHGF,5084
CH-HK Photo Prods Hldgs Ltd,1994/9/6,1994/9/6,,1123,5946
Kingmaker Footwear Holdings,1994/9/13,1994/9/13,,1170,3143
Pacific Andes Intl Hldgs Ltd,1994/9/19,1994/9/19,,1174,5142
Ideal Pacific Holdings Ltd,1994/9/28,1994/9/28,,1182,4412
SAS Dragon Holdings Ltd,1994/9/29,1994/9/29,BMG7814X1359,1184,3679
Wing Fai International Ltd,1994/10/10,1994/10/10,BMG9704F1095,WNGF,8711
Logic Intl Hldg Ltd,1994/10/20,1994/10/20,BMG5556J1080,1193,2599
Chengdu Telecommunications,1994/11/23,1994/11/23,,1202,3357
Guangnan(Holdings)Ltd,1994/11/25,1994/11/25,XC0008938307,1203,3312
Florens Group Ltd,1994/12/6,1994/12/6,BMY257471094,FLNG,7359
Yizheng Chemical Fibre Co Ltd,1995/1/13,1995/1/13,,1033,2824
Easyknit Intl Hldg Ltd,1995/1/16,1995/1/16,BMG2915Q1217,1218,2253
Liang Shing Holdings Ltd,1995/2/14,1995/2/14,,1223,3021
Dailywin Group Ltd,1995/3/7,1995/3/7,,897,3873
Whimsy Entertainment Co Ltd,1995/3/21,1995/3/21,BMG9601J1053,1188,7996
Artfield Group Ltd,1995/3/28,1995/3/28,,1229,3873
Vanda Sys & Commun Hldg Ltd,1995/3/29,1995/3/29,,757,7373
Wah Tung International Hldgs,1995/4/12,1995/4/12,BMG9419N1083,WAH,1731
Northeast Elec Transformation,1995/6/22,1995/6/22,,42,3612
Tomorrow Intl Hldgs Ltd,1995/7/25,1995/7/25,,760,3679
Luen Fat Hong Intl Hldg Ltd,1995/9/19,1995/9/19,BMG5695T1080,718,2821
Magician Industries,1995/9/26,1995/9/26,,526,3639
Gilbert Holdings Ltd,1995/9/27,1995/9/27,,505,5131
Ng Fung Hong Ltd,1995/10/4,1995/10/4,XC0008977008,318,5147
Iwai's Intl Hldg Ltd,1995/10/6,1995/10/6,BMG3679M1082,384,5611
Prime Success Intl Group Ltd,1995/10/20,1995/10/20,,210,3143
First Sign Intl Hldg Ltd,1995/11/3,1995/11/3,,933,2389
Samson Paper Holdings Ltd,1995/11/14,1995/11/14,,731,5021
Northeast Elec Transformation,1995/11/25,1995/11/25,,42,3612
CIG-WH Intl(Hldg)Ltd,1995/11/29,1995/11/29,,621,1522
Founder Holdings Ltd,1995/12/1,1995/12/1,,418,7373
RBI Holdings Ltd,1996/1/11,1996/1/11,,566,3942
Jingwei Textile Machinery Co,1996/1/18,1996/1/18,,350,3552
Jet Air International Group,1996/3/12,1996/3/12,BMG3001T1027,370,4731
AV Concept Holdings Ltd,1996/4/10,1996/4/10,,595,3674
China Elegance Intl Fashion,1996/5/13,1996/5/13,,476,3199
Victory City Intl Hldgs Ltd,1996/5/13,1996/5/13,BMG9358Q1208,539,2299
Perfect Treasure Holdings Ltd,1996/6/18,1996/6/18,BMG700561092,1105,5043
Road King Infrastructure Ltd,1996/6/28,1996/6/28,BMG760581097,1098,1622
Cheung Kong Infrastructure,1996/7/1,1996/7/1,BMY132131061,1038,1622
Stime Watch Intl Hldgs Ltd,1996/7/9,1996/7/9,BMG8494C1029,STWA/,3873
Glorious Sun Enterprises Ltd,1996/9/2,1996/9/2,,393,2329
Kwoon Chung Bus Holdings Ltd,1996/9/13,1996/9/13,,306,4119
Arts Optical International,1996/10/29,1996/10/29,,1120,3851
Nanjing Panda Electronics Co,1996/11/5,1996/11/5,,553,3679
Jackin International Holdings,1996/11/15,1996/11/15,,630,3695
Jingwei Textile Machinery Co,1996/11/18,1996/11/1,,350,3552
Mirabell Intl Hldgs Ltd,1996/11/25,1996/11/25,,1179,3143
Karrie Intl Hldgs Ltd,1996/11/29,1996/11/29,,1050,3577
Guangdong Tannery Ltd,1996/12/3,1996/12/3,HK1058006367,1058,3199
K&P International Holdings Ltd,1996/12/12,1996/12/12,,675,2822
Perennial International,1996/12/13,1996/12/12,,725,3999
Ta Fu Intl Hldg Ltd,1996/12/16,1996/12/16,BMG865981028,1041,2411
Wah Lee Resources Holdings Ltd,1996/12/31,1996/12/31,BMG9419A1062,1215,3861
Lung Kee Metal Holdings Ltd,1997/1/4,1997/1/4,,255,3599
Cheong Ming Holdings Limited,1997/1/7,1997/1/7,BMG2087P1095,1196,2679
Kingsport,1997/1/7,1997/1/7,BMG5485A1036,1180,2836
GZI Transport Ltd,1997/1/17,1997/1/17,BMG4211X1074,1052,1622
Chun Tai Holdings Ltd,1997/1/21,1997/1/21,,1013,3679
Man Yue Intl Hldgs Ltd,1997/2/18,1997/2/18,,894,3675
Boto Intl Hldg Ltd,1997/2/24,1997/2/24,BMG1262Z1225,585,3999
Peking Apparel Intl Grp Ltd,1997/2/25,1997/2/25,,761,2371
Kwong Hing Intl Hldg(Bermuda),1997/3/5,1997/3/5,,1131,2299
GITIC Enterprises Ltd,1997/3/14,1997/3/14,BMG3899Q1033,340,1522
Wing Lee Holdings Ltd,1997/3/25,1997/3/25,,876,3679
Pacific Ports Co Ltd,1997/4/11,1997/4/11,,659,4491
Kin Yat Holdings Ltd,1997/4/16,1997/4/16,,638,3944
Luk Fook Hldg (Intl) Ltd,1997/4/22,1997/4/22,,590,3911
DragonField Holdings Ltd,1997/4/30,1997/4/30,,578,3199
Zhejiang Expressway Co Ltd,1997/5/12,1997/5/12,,576,4785
Chu Kong Shipping Dvlp Co Ltd,1997/5/13,1997/5/13,,560,4412
Beijing Entrp Hldg Ltd,1997/5/16,1997/4/25,HK0392006679,392,4619
Lee & Man Holdings Ltd,1997/5/16,1997/5/16,,554,3171
Deson Dvlp Intl Hldg Ltd,1997/5/27,1997/5/27,BMG2734F1243,262,1522
Benefun Intl Hldgs Ltd,1997/6/3,1997/6/3,KYG0985A1094,1130,2389
Proview Intl Hldg Ltd,1997/6/4,1997/6/4,,334,3577
Sa Sa International Hldg Ltd,1997/6/6,1997/5/26,,178,2844
Leading Spirit Conrowa Elec,1997/6/11,1997/6/11,BMG5412P1086,1197,3678
Fairform Holdings Limited,1997/6/13,1997/6/13,BMG491231053,FAIRFO,7371
Angang New Steel Co Ltd,1997/7/20,1997/6/28,,347,3316
City Telecom(HK)Ltd,1997/7/22,1997/7/22,,1137,4812
CASTEL,1997/7/29,1997/7/29,KYY113951038,1185,3661
Guangdong Brewery Hldg Ltd,1997/7/29,1997/7/29,BMG418161029,124,2082
South East Asia Wood Inds Hldg,1997/9/3,1997/8/26,BMG8284A1009,SEAWIH,2411
Global Food Culture Grp Ltd,1997/9/5,1997/9/5,,970,5812
Ocean Grand Holdings Ltd,1997/9/9,1997/9/9,,1220,3341
Wah Fu International Holdings,1997/9/10,1997/9/10,BMG941851161,952,3111
Mascotte Holdings Ltd,1997/9/10,1997/9/10,,136,3674
Lung Cheong Intl Hldg Ltd,1997/9/15,1997/9/15,,348,3944
Kessel Intl Hldgs Ltd,1997/9/18,1997/9/18,,KESSEL,3663
Sichuan Expressway Co Ltd,1997/9/19,1997/9/13,,107,4785
TCC Hong Kong Cement Holdings,1997/9/22,1997/9/22,KYG8696Z1072,1136,3241
Ananda Wing On Travel(Hldg)Ltd,1997/9/23,1997/9/23,BMG0354F1014,1189,4724
Takson Holdings Ltd,1997/9/30,1997/9/30,,918,5137
Tonic Industries Holdings Ltd,1997/9/30,1997/9/30,,978,3651
Anhui Conch Cement Co Ltd,1997/10/6,1997/10/6,,914,3241
Wing Lee World Transport Hldgs,1997/10/7,1997/10/7,BMG9704Z1133,899,4412
Chongqing Iron & Steel Co Ltd,1997/10/9,1997/10/9,,1053,3312
Guangzhou Pharm Co Ltd,1997/10/16,1997/10/16,,874,2834
Automated Systems Hldgs Ltd,1997/10/22,1997/10/22,,771,7372
Angang New Steel Co Ltd,1997/11/12,1997/11/12,CN0009106575,347,3316
CNAC,1997/12/3,1997/12/3,,1110,4512
Q-Tech Holdings Ltd,1997/12/30,1997/12/30,BMG2759D1112,109,3669
Victory Group Ltd,1998/2/4,1998/2/4,BMG9358V1292,1139,5013
Hung Fung Group Holding Ltd,1998/2/25,1998/2/25,BMY3778J1051,1141,7929
Karce Intl Hldgs Co Ltd,1998/2/26,1998/2/26,,1159,3679
Asia Aluminum Holdings Ltd,1998/3/24,1998/3/24,BMG397751048,930,3365
Computer & Tech Hldg Ltd,1998/5/5,1998/5/5,,46,7376
Zhu Kuan Development Co Ltd,1998/5/12,1998/5/12,,908,7011
Kith Holdings Ltd,1998/6/9,1998/6/9,,1201,2671
Corasia Group Ltd,1998/6/16,1998/6/16,,875,2048
Futart International Co Ltd,1998/7/8,1998/7/8,BMG369821092,706,7379
Wonson Intl Hldg Ltd,1998/7/8,1998/7/8,BMG9738R1034,651,5051
Kin Don Holdings Ltd,1998/8/27,1998/8/27,,208,5136
Wah Yik Holdings Co Ltd,1998/9/25,1998/9/25,KYY9478H1090,862,8748
MAE Holdings Ltd,1998/11/17,1998/11/17,BMY5373L1044,851,3679
Good Fellow Group Ltd,1998/11/17,1998/11/17,,910,5137
Luen Cheong Tai Intl Hldgs Ltd,1998/11/19,1998/11/19,,1190,1522
Hengan Intl Group Co Ltd,1998/11/27,1998/11/27,,1044,2676
Lerado Group(Holding)Co Ltd,1998/12/4,1998/12/4,,1225,3944
Ying Wing Holdings Ltd,1998/12/15,1998/12/15,,1104,2299
Extrawell Pharm Hldgs Ltd,1999/2/25,1999/2/25,BMG3285Q1050,858,2834
Hang Fung Gold Technology Ltd,1999/2/26,1999/2/26,BMG4284Y1158,870,3497
Veeko Intl Holdings Ltd,1999/3/31,1999/3/31,KYG9326E1008,1173,2331
Global Tech(Holdings)Ltd,1999/4/9,1999/4/9,,143,3669
Global Tech(Holdings)Ltd,1999/4/9,1999/4/9,KYG3932J1085,143,5065
Qualipak Intl Hldgs Ltd,1999/4/14,1999/4/14,,1224,3161
Sun Hing Vision Group Holdings,1999/5/11,1999/5/11,,125,3827
Guangdong Kelon Elec Appl Co,1999/5/31,1999/5/31,,921,3585
Technology Venture Hldg Ltd,1999/6/22,1999/6/22,,61,7373
Universe Intl Hldgs Ltd,1999/7/6,1999/7/6,BMG928811048,1046,7819
Great Wall Tech Co Ltd,1999/7/22,1999/7/22,,74,3571
Sunway Intl Hldgs Ltd,1999/8/23,1999/8/23,,58,3679
Yixing Xinwei Holdings Ltd,1999/10/5,1999/10/5,KYG9843F1019,769,2819
CEC International Holdings Ltd,1999/11/3,1999/11/3,,759,3549
Coslight Tech Intl Grp Ltd,1999/11/3,1999/11/3,BMG244311012,1043,3691
Quality Food International Ltd,1999/11/4,1999/11/4,BMG731191026,735,2099
China Agrotech Holdings Ltd,1999/11/12,1999/11/12,,1073,2873
Hudson Holdings Ltd,1999/11/23,1999/11/23,,758,1522
Vision Tech Intl Hldgs Ltd,1999/12/13,1999/12/13,BMG9375D1020,922,3639
Ching Hing (Holdings) Ltd,2000/1/14,2000/1/14,,692,2211
Far Eastern Polychem Inds Ltd,2000/1/17,2000/1/17,,8012,2821
